trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
1,99,0,2,D,G,0,2,D,G,I would choose slot machine D.,0,1,0.0,0.0
2,99,0,3,D,A,0,3,D,A,I would choose slot machine D.,0,1,0.0,0.0
3,99,0,4,D,B,4,0,B,D,I would choose slot machine D.,0,0,0.0,0.0
4,99,0,5,D,F,0,5,D,F,I would choose slot machine D.,0,1,0.0,0.0
5,99,0,6,D,E,6,0,E,D,I would choose slot machine E.,1,1,0.0,0.0
6,99,0,7,D,C,0,7,D,C,I would choose slot machine C.,1,0,0.0,0.0
7,99,1,2,H,G,2,1,G,H,I would choose slot machine G.,1,1,0.0,0.0
8,99,1,3,H,A,1,3,H,A,I would choose slot machine A.,1,0,0.0,0.0
9,99,1,4,H,B,1,4,H,B,I would choose slot machine H.,0,1,0.0,0.0
10,99,1,5,H,F,5,1,F,H,I would choose slot machine F.,1,1,0.0,0.0
11,99,1,6,H,E,6,1,E,H,I would choose slot machine E.,1,1,0.0,0.0
12,99,1,7,H,C,1,7,H,C,I would choose slot machine C.,1,0,0.0,0.0
13,99,2,3,G,A,2,3,G,A,I would choose slot machine G.,0,1,0.0,0.0
14,99,2,4,G,B,2,4,G,B,I would choose slot machine G.,0,1,0.0,0.0
15,99,2,5,G,F,2,5,G,F,I would choose slot machine G.,0,1,0.0,0.0
16,99,2,6,G,E,6,2,E,G,I would choose slot machine E.,1,1,0.0,0.0
17,99,2,7,G,C,2,7,G,C,I would choose slot machine C.,1,0,0.0,0.0
18,99,3,4,A,B,4,3,B,A,I would choose slot machine A.,0,0,0.0,0.0
19,99,3,5,A,F,5,3,F,A,I would choose slot machine F.,1,1,0.0,0.0
20,99,3,6,A,E,6,3,E,A,I would choose slot machine E.,1,1,0.0,0.0
21,99,3,7,A,C,7,3,C,A,I would choose slot machine C.,1,1,0.0,0.0
22,99,4,5,B,F,4,5,B,F,I would choose slot machine F.,1,0,0.0,0.0
23,99,4,6,B,E,6,4,E,B,I would choose slot machine E.,1,1,0.0,0.0
24,99,4,7,B,C,7,4,C,B,I would choose slot machine C.,1,1,0.0,0.0
25,99,5,6,F,E,5,6,F,E,I would choose slot machine F.,0,1,0.0,0.0
26,99,5,7,F,C,5,7,F,C,I would choose slot machine F.,0,1,0.0,0.0
27,99,6,7,E,C,6,7,E,C,I would choose slot machine E.,0,1,0.0,0.0
