trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
51,0,0,1,E,G,1,0,G,E,I would choose slot machine G.,1,1,14,18
52,1,2,3,D,B,3,2,B,D,I would choose slot machine B.,1,1,23,24
53,2,4,5,H,C,4,5,H,C,I would choose slot machine C.,1,0,27,30
54,1,2,3,D,B,3,2,B,D,I would choose slot machine B.,1,1,20,21
55,0,0,1,E,G,1,0,G,E,I would choose slot machine G.,1,1,14,18
56,0,0,1,E,G,0,1,E,G,I would choose slot machine G.,1,0,15,18
57,3,6,7,F,A,6,7,F,A,I would choose slot machine A.,1,0,32,35
58,2,4,5,H,C,5,4,C,H,I would choose slot machine C.,1,1,27,28
59,2,4,5,H,C,5,4,C,H,I would choose slot machine C.,1,1,25,30
0,99,0,1,E,G,1,0,G,E,I would choose slot machine G.,1,1,0,0
1,99,0,2,E,D,0,2,E,D,I would choose slot machine D.,1,0,0,0
2,99,0,3,E,B,0,3,E,B,I would choose slot machine B.,1,0,0,0
3,99,0,4,E,H,4,0,H,E,I would choose slot machine H.,1,1,0,0
4,99,0,5,E,C,5,0,C,E,I would choose slot machine C.,1,1,0,0
5,99,0,6,E,F,6,0,F,E,I would choose slot machine F.,1,1,0,0
6,99,0,7,E,A,0,7,E,A,I would choose slot machine A.,1,0,0,0
7,99,1,2,G,D,2,1,D,G,I would choose slot machine G.,0,0,0,0
8,99,1,3,G,B,1,3,G,B,I would choose slot machine B.,1,0,0,0
9,99,1,4,G,H,4,1,H,G,I would choose slot machine H.,1,1,0,0
10,99,1,5,G,C,5,1,C,G,I would choose slot machine C.,1,1,0,0
11,99,1,6,G,F,6,1,F,G,I would choose slot machine F.,1,1,0,0
12,99,1,7,G,A,1,7,G,A,I would choose slot machine A.,1,0,0,0
13,99,2,3,D,B,2,3,D,B,I would choose slot machine B.,1,0,0,0
14,99,2,4,D,H,4,2,H,D,I would choose slot machine H.,1,1,0,0
15,99,2,5,D,C,5,2,C,D,I would choose slot machine C.,1,1,0,0
16,99,2,6,D,F,6,2,F,D,I would choose slot machine F.,1,1,0,0
17,99,2,7,D,A,2,7,D,A,I would choose slot machine A.,1,0,0,0
18,99,3,4,B,H,4,3,H,B,I would choose slot machine B.,0,0,0,0
19,99,3,5,B,C,3,5,B,C,I would choose slot machine C.,1,0,0,0
20,99,3,6,B,F,3,6,B,F,I would choose slot machine F.,1,0,0,0
21,99,3,7,B,A,3,7,B,A,I would choose slot machine A.,1,0,0,0
22,99,4,5,H,C,4,5,H,C,I would choose slot machine C.,1,0,0,0
23,99,4,6,H,F,6,4,F,H,I would choose slot machine F.,1,1,0,0
24,99,4,7,H,A,7,4,A,H,I would choose slot machine A.,1,1,0,0
25,99,5,6,C,F,6,5,F,C,I would choose slot machine C.,0,0,0,0
26,99,5,7,C,A,5,7,C,A,I would choose slot machine A.,1,0,0,0
27,99,6,7,F,A,6,7,F,A,I would choose slot machine A.,1,0,0,0
