"condition","model","id","trial","context","L_index","H_index","left_index","right_index","choice_idx","accuracy","L_outcome","H_outcome","left_outcome","right_outcome"
"standard prompt","gpt-3.5-turbo-0125",0,4,99,0,5,0,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,6,99,0,7,0,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,8,99,1,3,3,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,9,99,1,4,1,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,10,99,1,5,1,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,11,99,1,6,1,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,12,99,1,7,1,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,15,99,2,5,2,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,17,99,2,7,7,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,18,99,3,4,4,3,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,20,99,3,6,3,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,22,99,4,5,4,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,24,99,4,7,4,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,26,99,5,7,7,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,0,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gpt-3.5-turbo-0125",1,1,2,4,5,5,4,0,1,26,29,29,26
"standard prompt","gpt-3.5-turbo-0125",1,2,0,0,1,0,1,0,0,14,18,14,18
"standard prompt","gpt-3.5-turbo-0125",1,3,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gpt-3.5-turbo-0125",1,4,3,6,7,6,7,1,1,34,35,34,35
"standard prompt","gpt-3.5-turbo-0125",1,5,1,2,3,3,2,0,1,19,24,24,19
"standard prompt","gpt-3.5-turbo-0125",1,6,1,2,3,2,3,0,0,20,24,20,24
"standard prompt","gpt-3.5-turbo-0125",1,7,2,4,5,5,4,0,1,26,30,30,26
"standard prompt","gpt-3.5-turbo-0125",1,8,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",1,9,1,2,3,2,3,0,0,20,23,20,23
"standard prompt","gpt-3.5-turbo-0125",1,10,3,6,7,7,6,0,1,33,36,36,33
"standard prompt","gpt-3.5-turbo-0125",1,11,3,6,7,6,7,1,1,34,37,34,37
"standard prompt","gpt-3.5-turbo-0125",1,12,0,0,1,1,0,0,1,16,17,17,16
"standard prompt","gpt-3.5-turbo-0125",1,13,0,0,1,0,1,1,1,15,15,15,15
"standard prompt","gpt-3.5-turbo-0125",1,14,0,0,1,0,1,1,1,16,18,16,18
"standard prompt","gpt-3.5-turbo-0125",1,15,3,6,7,6,7,1,1,33,36,33,36
"standard prompt","gpt-3.5-turbo-0125",1,16,2,4,5,5,4,0,1,27,31,31,27
"standard prompt","gpt-3.5-turbo-0125",1,17,3,6,7,6,7,1,1,32,37,32,37
"standard prompt","gpt-3.5-turbo-0125",1,18,1,2,3,3,2,0,1,21,25,25,21
"standard prompt","gpt-3.5-turbo-0125",1,19,1,2,3,2,3,0,0,22,24,22,24
"standard prompt","gpt-3.5-turbo-0125",1,20,2,4,5,5,4,0,1,28,30,30,28
"standard prompt","gpt-3.5-turbo-0125",1,21,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",1,22,1,2,3,3,2,0,1,22,24,24,22
"standard prompt","gpt-3.5-turbo-0125",1,23,2,4,5,5,4,0,1,26,28,28,26
"standard prompt","gpt-3.5-turbo-0125",1,24,3,6,7,7,6,0,1,33,36,36,33
"standard prompt","gpt-3.5-turbo-0125",1,25,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",1,26,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",1,27,3,6,7,6,7,1,1,32,36,32,36
"standard prompt","gpt-3.5-turbo-0125",1,28,1,2,3,3,2,0,1,20,22,22,20
"standard prompt","gpt-3.5-turbo-0125",1,29,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gpt-3.5-turbo-0125",1,30,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",1,31,1,2,3,3,2,0,1,21,22,22,21
"standard prompt","gpt-3.5-turbo-0125",1,32,1,2,3,2,3,0,0,20,22,20,22
"standard prompt","gpt-3.5-turbo-0125",1,33,3,6,7,7,6,0,1,31,37,37,31
"standard prompt","gpt-3.5-turbo-0125",1,34,1,2,3,2,3,0,0,18,24,18,24
"standard prompt","gpt-3.5-turbo-0125",1,35,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",1,36,1,2,3,2,3,0,0,19,24,19,24
"standard prompt","gpt-3.5-turbo-0125",1,37,3,6,7,7,6,0,1,33,36,36,33
"standard prompt","gpt-3.5-turbo-0125",1,38,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gpt-3.5-turbo-0125",1,39,0,0,1,1,0,0,1,14,18,18,14
"standard prompt","gpt-3.5-turbo-0125",1,40,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gpt-3.5-turbo-0125",1,41,0,0,1,1,0,0,1,15,18,18,15
"standard prompt","gpt-3.5-turbo-0125",1,42,0,0,1,0,1,1,1,14,17,14,17
"standard prompt","gpt-3.5-turbo-0125",1,43,2,4,5,5,4,0,1,29,30,30,29
"standard prompt","gpt-3.5-turbo-0125",1,44,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",1,45,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",1,46,2,4,5,4,5,1,1,25,30,25,30
"standard prompt","gpt-3.5-turbo-0125",1,47,2,4,5,5,4,0,1,25,30,30,25
"standard prompt","gpt-3.5-turbo-0125",1,48,3,6,7,7,6,0,1,31,36,36,31
"standard prompt","gpt-3.5-turbo-0125",1,49,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gpt-3.5-turbo-0125",1,50,0,0,1,0,1,1,1,13,18,13,18
"standard prompt","gpt-3.5-turbo-0125",1,51,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gpt-3.5-turbo-0125",1,52,3,6,7,7,6,0,1,33,38,38,33
"standard prompt","gpt-3.5-turbo-0125",1,53,0,0,1,1,0,0,1,16,19,19,16
"standard prompt","gpt-3.5-turbo-0125",1,54,0,0,1,0,1,1,1,14,17,14,17
"standard prompt","gpt-3.5-turbo-0125",1,55,0,0,1,1,0,0,1,15,16,16,15
"standard prompt","gpt-3.5-turbo-0125",1,56,3,6,7,6,7,1,1,33,35,33,35
"standard prompt","gpt-3.5-turbo-0125",1,57,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gpt-3.5-turbo-0125",1,58,0,0,1,1,0,0,1,14,18,18,14
"standard prompt","gpt-3.5-turbo-0125",1,59,0,0,1,1,0,0,1,12,19,19,12
"standard prompt","gpt-3.5-turbo-0125",1,0,99,0,1,0,1,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,1,99,0,2,2,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,2,99,0,3,3,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,6,99,0,7,0,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,8,99,1,3,3,1,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,15,99,2,5,2,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,16,99,2,6,2,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,18,99,3,4,3,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,19,99,3,5,3,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,20,99,3,6,3,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,21,99,3,7,3,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,24,99,4,7,4,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,26,99,5,7,7,5,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,27,99,6,7,6,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,0,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gpt-3.5-turbo-0125",2,1,1,2,3,2,3,1,1,19,24,19,24
"standard prompt","gpt-3.5-turbo-0125",2,2,2,4,5,5,4,0,1,28,30,30,28
"standard prompt","gpt-3.5-turbo-0125",2,3,1,2,3,3,2,0,1,22,25,25,22
"standard prompt","gpt-3.5-turbo-0125",2,4,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gpt-3.5-turbo-0125",2,5,3,6,7,6,7,1,1,31,36,31,36
"standard prompt","gpt-3.5-turbo-0125",2,6,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gpt-3.5-turbo-0125",2,7,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gpt-3.5-turbo-0125",2,8,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gpt-3.5-turbo-0125",2,9,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gpt-3.5-turbo-0125",2,10,1,2,3,3,2,0,1,23,22,22,23
"standard prompt","gpt-3.5-turbo-0125",2,11,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",2,12,3,6,7,6,7,1,1,32,35,32,35
"standard prompt","gpt-3.5-turbo-0125",2,13,3,6,7,7,6,1,0,35,34,34,35
"standard prompt","gpt-3.5-turbo-0125",2,14,3,6,7,6,7,1,1,33,35,33,35
"standard prompt","gpt-3.5-turbo-0125",2,15,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gpt-3.5-turbo-0125",2,16,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",2,17,2,4,5,4,5,1,1,27,31,27,31
"standard prompt","gpt-3.5-turbo-0125",2,18,2,4,5,4,5,1,1,28,28,28,28
"standard prompt","gpt-3.5-turbo-0125",2,19,0,0,1,0,1,0,0,14,18,14,18
"standard prompt","gpt-3.5-turbo-0125",2,20,1,2,3,3,2,0,1,20,22,22,20
"standard prompt","gpt-3.5-turbo-0125",2,21,2,4,5,5,4,0,1,27,31,31,27
"standard prompt","gpt-3.5-turbo-0125",2,22,0,0,1,0,1,1,1,14,18,14,18
"standard prompt","gpt-3.5-turbo-0125",2,23,2,4,5,5,4,0,1,25,29,29,25
"standard prompt","gpt-3.5-turbo-0125",2,24,1,2,3,2,3,1,1,19,23,19,23
"standard prompt","gpt-3.5-turbo-0125",2,25,1,2,3,3,2,0,1,20,22,22,20
"standard prompt","gpt-3.5-turbo-0125",2,26,1,2,3,3,2,0,1,20,25,25,20
"standard prompt","gpt-3.5-turbo-0125",2,27,3,6,7,7,6,0,1,34,36,36,34
"standard prompt","gpt-3.5-turbo-0125",2,28,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",2,29,0,0,1,0,1,1,1,15,17,15,17
"standard prompt","gpt-3.5-turbo-0125",2,30,3,6,7,6,7,1,1,33,36,33,36
"standard prompt","gpt-3.5-turbo-0125",2,31,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",2,32,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gpt-3.5-turbo-0125",2,33,3,6,7,6,7,1,1,30,36,30,36
"standard prompt","gpt-3.5-turbo-0125",2,34,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gpt-3.5-turbo-0125",2,35,1,2,3,2,3,1,1,19,22,19,22
"standard prompt","gpt-3.5-turbo-0125",2,36,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",2,37,1,2,3,3,2,0,1,20,22,22,20
"standard prompt","gpt-3.5-turbo-0125",2,38,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",2,39,3,6,7,6,7,1,1,33,36,33,36
"standard prompt","gpt-3.5-turbo-0125",2,40,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gpt-3.5-turbo-0125",2,41,3,6,7,6,7,1,1,34,36,34,36
"standard prompt","gpt-3.5-turbo-0125",2,42,3,6,7,6,7,1,1,31,35,31,35
"standard prompt","gpt-3.5-turbo-0125",2,43,3,6,7,6,7,1,1,32,37,32,37
"standard prompt","gpt-3.5-turbo-0125",2,44,0,0,1,0,1,1,1,16,16,16,16
"standard prompt","gpt-3.5-turbo-0125",2,45,3,6,7,7,6,0,1,32,37,37,32
"standard prompt","gpt-3.5-turbo-0125",2,46,3,6,7,6,7,1,1,33,36,33,36
"standard prompt","gpt-3.5-turbo-0125",2,47,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gpt-3.5-turbo-0125",2,48,0,0,1,1,0,0,1,15,18,18,15
"standard prompt","gpt-3.5-turbo-0125",2,49,2,4,5,4,5,1,1,26,29,26,29
"standard prompt","gpt-3.5-turbo-0125",2,50,0,0,1,0,1,1,1,15,18,15,18
"standard prompt","gpt-3.5-turbo-0125",2,51,3,6,7,6,7,1,1,33,36,33,36
"standard prompt","gpt-3.5-turbo-0125",2,52,1,2,3,3,2,0,1,20,23,23,20
"standard prompt","gpt-3.5-turbo-0125",2,53,2,4,5,4,5,1,1,28,29,28,29
"standard prompt","gpt-3.5-turbo-0125",2,54,1,2,3,2,3,1,1,19,23,19,23
"standard prompt","gpt-3.5-turbo-0125",2,55,2,4,5,5,4,0,1,26,30,30,26
"standard prompt","gpt-3.5-turbo-0125",2,56,0,0,1,1,0,0,1,14,17,17,14
"standard prompt","gpt-3.5-turbo-0125",2,57,3,6,7,6,7,1,1,33,34,33,34
"standard prompt","gpt-3.5-turbo-0125",2,58,2,4,5,4,5,1,1,26,28,26,28
"standard prompt","gpt-3.5-turbo-0125",2,59,0,0,1,0,1,1,1,14,18,14,18
"standard prompt","gpt-3.5-turbo-0125",2,0,99,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,1,99,0,2,0,2,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,2,99,0,3,0,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,5,99,0,6,0,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,6,99,0,7,0,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,8,99,1,3,3,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,10,99,1,5,1,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,11,99,1,6,1,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,13,99,2,3,2,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,14,99,2,4,2,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,15,99,2,5,2,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,18,99,3,4,4,3,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,19,99,3,5,3,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,20,99,3,6,3,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,21,99,3,7,3,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,24,99,4,7,7,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,25,99,5,6,5,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,26,99,5,7,5,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,0,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gpt-3.5-turbo-0125",3,1,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gpt-3.5-turbo-0125",3,2,3,6,7,6,7,0,0,32,36,32,36
"standard prompt","gpt-3.5-turbo-0125",3,3,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gpt-3.5-turbo-0125",3,4,1,2,3,2,3,0,0,23,23,23,23
"standard prompt","gpt-3.5-turbo-0125",3,5,0,0,1,1,0,0,1,15,17,17,15
"standard prompt","gpt-3.5-turbo-0125",3,6,3,6,7,6,7,0,0,33,35,33,35
"standard prompt","gpt-3.5-turbo-0125",3,7,0,0,1,1,0,0,1,16,16,16,16
"standard prompt","gpt-3.5-turbo-0125",3,8,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",3,9,3,6,7,7,6,0,1,34,35,35,34
"standard prompt","gpt-3.5-turbo-0125",3,10,0,0,1,1,0,0,1,14,19,19,14
"standard prompt","gpt-3.5-turbo-0125",3,11,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gpt-3.5-turbo-0125",3,12,2,4,5,4,5,1,1,28,30,28,30
"standard prompt","gpt-3.5-turbo-0125",3,13,2,4,5,4,5,1,1,27,30,27,30
"standard prompt","gpt-3.5-turbo-0125",3,14,1,2,3,3,2,0,1,21,25,25,21
"standard prompt","gpt-3.5-turbo-0125",3,15,2,4,5,4,5,1,1,27,31,27,31
"standard prompt","gpt-3.5-turbo-0125",3,16,2,4,5,4,5,1,1,27,29,27,29
"standard prompt","gpt-3.5-turbo-0125",3,17,1,2,3,2,3,0,0,21,24,21,24
"standard prompt","gpt-3.5-turbo-0125",3,18,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gpt-3.5-turbo-0125",3,19,2,4,5,4,5,1,1,28,29,28,29
"standard prompt","gpt-3.5-turbo-0125",3,20,3,6,7,6,7,1,1,33,36,33,36
"standard prompt","gpt-3.5-turbo-0125",3,21,1,2,3,3,2,0,1,20,22,22,20
"standard prompt","gpt-3.5-turbo-0125",3,22,3,6,7,6,7,0,0,34,35,34,35
"standard prompt","gpt-3.5-turbo-0125",3,23,2,4,5,5,4,0,1,27,31,31,27
