"condition","model","id","trial","context","L_index","H_index","left_index","right_index","choice_idx","accuracy","L_outcome","H_outcome","left_outcome","right_outcome"
"standard prompt","gemma-7b",1,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gemma-7b",1,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gemma-7b",1,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gemma-7b",1,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gemma-7b",1,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gemma-7b",1,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gemma-7b",1,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gemma-7b",1,18,99,3,4,3,4,1,1,0,0,0,0
"standard prompt","gemma-7b",1,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gemma-7b",1,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gemma-7b",1,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gemma-7b",1,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gemma-7b",1,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gemma-7b",1,24,99,4,7,7,4,1,0,0,0,0,0
"standard prompt","gemma-7b",1,25,99,5,6,6,5,0,1,0,0,0,0
"standard prompt","gemma-7b",1,26,99,5,7,5,7,1,1,0,0,0,0
"standard prompt","gemma-7b",1,27,99,6,7,7,6,1,0,0,0,0,0
"standard prompt","gemma-7b",2,0,0,0,1,0,1,0,0,14,15,14,15
"standard prompt","gemma-7b",2,1,0,0,1,0,1,0,0,15,19,15,19
"standard prompt","gemma-7b",2,2,0,0,1,1,0,1,0,15,18,18,15
"standard prompt","gemma-7b",2,3,1,2,3,3,2,0,1,21,23,23,21
"standard prompt","gemma-7b",2,4,2,4,5,5,4,0,1,26,30,30,26
"standard prompt","gemma-7b",2,5,2,4,5,4,5,1,1,25,29,25,29
"standard prompt","gemma-7b",2,6,3,6,7,6,7,0,0,30,34,30,34
"standard prompt","gemma-7b",2,7,1,2,3,2,3,1,1,20,26,20,26
"standard prompt","gemma-7b",2,8,2,4,5,5,4,0,1,26,29,29,26
"standard prompt","gemma-7b",2,9,3,6,7,7,6,1,0,31,36,36,31
"standard prompt","gemma-7b",2,10,0,0,1,1,0,0,1,14,18,18,14
"standard prompt","gemma-7b",2,11,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gemma-7b",2,12,1,2,3,3,2,0,1,22,23,23,22
"standard prompt","gemma-7b",2,13,0,0,1,1,0,1,0,16,17,17,16
"standard prompt","gemma-7b",2,14,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gemma-7b",2,15,0,0,1,0,1,0,0,14,15,14,15
"standard prompt","gemma-7b",2,16,3,6,7,7,6,1,0,32,35,35,32
"standard prompt","gemma-7b",2,17,0,0,1,1,0,1,0,15,17,17,15
"standard prompt","gemma-7b",2,18,2,4,5,4,5,1,1,28,29,28,29
"standard prompt","gemma-7b",2,19,1,2,3,3,2,0,1,22,24,24,22
"standard prompt","gemma-7b",2,20,2,4,5,5,4,0,1,27,29,29,27
"standard prompt","gemma-7b",2,21,3,6,7,7,6,1,0,33,35,35,33
"standard prompt","gemma-7b",2,22,2,4,5,4,5,1,1,28,30,28,30
"standard prompt","gemma-7b",2,23,0,0,1,0,1,0,0,16,17,16,17
"standard prompt","gemma-7b",2,24,1,2,3,2,3,1,1,21,24,21,24
"standard prompt","gemma-7b",2,25,2,4,5,4,5,1,1,28,31,28,31
"standard prompt","gemma-7b",2,26,2,4,5,5,4,0,1,25,30,30,25
"standard prompt","gemma-7b",2,27,0,0,1,0,1,0,0,14,15,14,15
"standard prompt","gemma-7b",2,28,1,2,3,3,2,0,1,21,25,25,21
"standard prompt","gemma-7b",2,29,0,0,1,0,1,0,0,13,18,13,18
"standard prompt","gemma-7b",2,30,3,6,7,6,7,0,0,32,35,32,35
"standard prompt","gemma-7b",2,31,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gemma-7b",2,32,3,6,7,6,7,0,0,32,36,32,36
"standard prompt","gemma-7b",2,33,3,6,7,7,6,1,0,33,37,37,33
"standard prompt","gemma-7b",2,34,3,6,7,7,6,1,0,33,34,34,33
"standard prompt","gemma-7b",2,35,3,6,7,6,7,0,0,32,35,32,35
"standard prompt","gemma-7b",2,36,2,4,5,5,4,0,1,26,29,29,26
"standard prompt","gemma-7b",2,37,2,4,5,4,5,0,0,26,28,26,28
"standard prompt","gemma-7b",2,38,0,0,1,0,1,0,0,16,17,16,17
"standard prompt","gemma-7b",2,39,1,2,3,3,2,0,1,23,23,23,23
"standard prompt","gemma-7b",2,40,1,2,3,3,2,0,1,22,22,22,22
"standard prompt","gemma-7b",2,41,3,6,7,7,6,1,0,32,35,35,32
"standard prompt","gemma-7b",2,42,3,6,7,7,6,1,0,32,36,36,32
"standard prompt","gemma-7b",2,43,1,2,3,2,3,1,1,19,22,19,22
"standard prompt","gemma-7b",2,44,0,0,1,0,1,0,0,14,17,14,17
"standard prompt","gemma-7b",2,45,3,6,7,6,7,0,0,33,37,33,37
"standard prompt","gemma-7b",2,46,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gemma-7b",2,47,3,6,7,6,7,0,0,32,36,32,36
"standard prompt","gemma-7b",2,48,0,0,1,1,0,1,0,14,18,18,14
"standard prompt","gemma-7b",2,49,3,6,7,6,7,0,0,33,35,33,35
"standard prompt","gemma-7b",2,50,0,0,1,0,1,0,0,14,17,14,17
"standard prompt","gemma-7b",2,51,2,4,5,4,5,1,1,24,30,24,30
"standard prompt","gemma-7b",2,52,2,4,5,4,5,1,1,27,28,27,28
"standard prompt","gemma-7b",2,53,1,2,3,3,2,0,1,22,22,22,22
"standard prompt","gemma-7b",2,54,3,6,7,6,7,0,0,33,36,33,36
"standard prompt","gemma-7b",2,55,2,4,5,4,5,0,0,27,29,27,29
"standard prompt","gemma-7b",2,56,1,2,3,3,2,0,1,21,24,24,21
"standard prompt","gemma-7b",2,57,1,2,3,2,3,1,1,20,24,20,24
"standard prompt","gemma-7b",2,58,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gemma-7b",2,59,0,0,1,1,0,1,0,12,17,17,12
"standard prompt","gemma-7b",2,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gemma-7b",2,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gemma-7b",2,2,99,0,3,0,3,1,1,0,0,0,0
"standard prompt","gemma-7b",2,3,99,0,4,0,4,1,1,0,0,0,0
"standard prompt","gemma-7b",2,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gemma-7b",2,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gemma-7b",2,6,99,0,7,0,7,0,0,0,0,0,0
"standard prompt","gemma-7b",2,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gemma-7b",2,8,99,1,3,1,3,1,1,0,0,0,0
"standard prompt","gemma-7b",2,9,99,1,4,1,4,1,1,0,0,0,0
"standard prompt","gemma-7b",2,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gemma-7b",2,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gemma-7b",2,12,99,1,7,1,7,1,1,0,0,0,0
"standard prompt","gemma-7b",2,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gemma-7b",2,14,99,2,4,4,2,0,1,0,0,0,0
"standard prompt","gemma-7b",2,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gemma-7b",2,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gemma-7b",2,17,99,2,7,2,7,0,0,0,0,0,0
"standard prompt","gemma-7b",2,18,99,3,4,3,4,0,0,0,0,0,0
"standard prompt","gemma-7b",2,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gemma-7b",2,20,99,3,6,6,3,1,0,0,0,0,0
"standard prompt","gemma-7b",2,21,99,3,7,3,7,0,0,0,0,0,0
"standard prompt","gemma-7b",2,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gemma-7b",2,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gemma-7b",2,24,99,4,7,7,4,0,1,0,0,0,0
"standard prompt","gemma-7b",2,25,99,5,6,5,6,0,0,0,0,0,0
"standard prompt","gemma-7b",2,26,99,5,7,7,5,0,1,0,0,0,0
"standard prompt","gemma-7b",2,27,99,6,7,6,7,0,0,0,0,0,0
"standard prompt","gemma-7b",3,0,1,2,3,2,3,0,0,20,25,20,25
"standard prompt","gemma-7b",3,1,0,0,1,1,0,0,1,13,16,16,13
"standard prompt","gemma-7b",3,2,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gemma-7b",3,3,0,0,1,1,0,0,1,14,19,19,14
"standard prompt","gemma-7b",3,4,3,6,7,6,7,1,1,32,34,32,34
"standard prompt","gemma-7b",3,5,2,4,5,4,5,1,1,25,30,25,30
"standard prompt","gemma-7b",3,6,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gemma-7b",3,7,3,6,7,7,6,0,1,33,35,35,33
"standard prompt","gemma-7b",3,8,3,6,7,7,6,0,1,33,36,36,33
"standard prompt","gemma-7b",3,9,0,0,1,1,0,0,1,16,19,19,16
"standard prompt","gemma-7b",3,10,3,6,7,6,7,1,1,33,35,33,35
"standard prompt","gemma-7b",3,11,0,0,1,0,1,1,1,14,18,14,18
"standard prompt","gemma-7b",3,12,3,6,7,7,6,0,1,34,36,36,34
"standard prompt","gemma-7b",3,13,1,2,3,3,2,1,0,22,25,25,22
"standard prompt","gemma-7b",3,14,1,2,3,3,2,1,0,20,26,26,20
"standard prompt","gemma-7b",3,15,3,6,7,6,7,1,1,31,37,31,37
"standard prompt","gemma-7b",3,16,2,4,5,5,4,0,1,27,30,30,27
"standard prompt","gemma-7b",3,17,3,6,7,6,7,1,1,31,36,31,36
"standard prompt","gemma-7b",3,18,2,4,5,4,5,0,0,25,29,25,29
"standard prompt","gemma-7b",3,19,1,2,3,2,3,0,0,20,23,20,23
"standard prompt","gemma-7b",3,20,0,0,1,1,0,0,1,15,18,18,15
"standard prompt","gemma-7b",3,21,1,2,3,3,2,0,1,22,24,24,22
"standard prompt","gemma-7b",3,22,2,4,5,4,5,0,0,27,31,27,31
"standard prompt","gemma-7b",3,23,3,6,7,6,7,1,1,32,35,32,35
"standard prompt","gemma-7b",3,24,3,6,7,6,7,1,1,31,35,31,35
"standard prompt","gemma-7b",3,25,2,4,5,4,5,0,0,27,28,27,28
"standard prompt","gemma-7b",3,26,2,4,5,5,4,1,0,29,29,29,29
"standard prompt","gemma-7b",3,27,1,2,3,3,2,1,0,20,24,24,20
"standard prompt","gemma-7b",3,28,3,6,7,6,7,1,1,34,35,34,35
"standard prompt","gemma-7b",3,29,1,2,3,3,2,0,1,19,24,24,19
"standard prompt","gemma-7b",3,30,0,0,1,0,1,1,1,13,17,13,17
"standard prompt","gemma-7b",3,31,1,2,3,2,3,1,1,19,25,19,25
"standard prompt","gemma-7b",3,32,1,2,3,3,2,0,1,20,22,22,20
"standard prompt","gemma-7b",3,33,2,4,5,4,5,0,0,27,31,27,31
"standard prompt","gemma-7b",3,34,0,0,1,0,1,1,1,15,19,15,19
"standard prompt","gemma-7b",3,35,2,4,5,5,4,1,0,27,28,28,27
"standard prompt","gemma-7b",3,36,1,2,3,2,3,0,0,21,25,21,25
"standard prompt","gemma-7b",3,37,3,6,7,6,7,1,1,32,37,32,37
"standard prompt","gemma-7b",3,38,2,4,5,5,4,0,1,28,32,32,28
"standard prompt","gemma-7b",3,39,1,2,3,2,3,0,0,19,24,19,24
"standard prompt","gemma-7b",3,40,0,0,1,1,0,0,1,13,20,20,13
"standard prompt","gemma-7b",3,41,0,0,1,0,1,0,0,14,19,14,19
"standard prompt","gemma-7b",3,42,0,0,1,1,0,1,0,16,17,17,16
"standard prompt","gemma-7b",3,43,0,0,1,0,1,0,0,15,19,15,19
"standard prompt","gemma-7b",3,44,2,4,5,4,5,0,0,27,28,27,28
"standard prompt","gemma-7b",3,45,0,0,1,1,0,0,1,14,18,18,14
"standard prompt","gemma-7b",3,46,1,2,3,3,2,0,1,20,24,24,20
"standard prompt","gemma-7b",3,47,0,0,1,0,1,0,0,14,20,14,20
"standard prompt","gemma-7b",3,48,3,6,7,6,7,1,1,32,36,32,36
"standard prompt","gemma-7b",3,49,2,4,5,5,4,0,1,26,31,31,26
"standard prompt","gemma-7b",3,50,2,4,5,5,4,0,1,27,31,31,27
"standard prompt","gemma-7b",3,51,3,6,7,6,7,1,1,33,35,33,35
"standard prompt","gemma-7b",3,52,3,6,7,6,7,0,0,31,35,31,35
"standard prompt","gemma-7b",3,53,1,2,3,2,3,0,0,21,22,21,22
"standard prompt","gemma-7b",3,54,2,4,5,4,5,0,0,26,29,26,29
"standard prompt","gemma-7b",3,55,0,0,1,1,0,0,1,13,16,16,13
"standard prompt","gemma-7b",3,56,0,0,1,1,0,1,0,15,17,17,15
"standard prompt","gemma-7b",3,57,2,4,5,4,5,0,0,26,31,26,31
"standard prompt","gemma-7b",3,58,1,2,3,2,3,0,0,21,24,21,24
"standard prompt","gemma-7b",3,59,1,2,3,3,2,0,1,21,26,26,21
"standard prompt","gemma-7b",3,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gemma-7b",3,1,99,0,2,2,0,0,1,0,0,0,0
"standard prompt","gemma-7b",3,2,99,0,3,0,3,0,0,0,0,0,0
"standard prompt","gemma-7b",3,3,99,0,4,4,0,0,1,0,0,0,0
"standard prompt","gemma-7b",3,4,99,0,5,0,5,0,0,0,0,0,0
"standard prompt","gemma-7b",3,5,99,0,6,0,6,1,1,0,0,0,0
"standard prompt","gemma-7b",3,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gemma-7b",3,7,99,1,2,2,1,0,1,0,0,0,0
"standard prompt","gemma-7b",3,8,99,1,3,3,1,0,1,0,0,0,0
"standard prompt","gemma-7b",3,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gemma-7b",3,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gemma-7b",3,11,99,1,6,1,6,1,1,0,0,0,0
"standard prompt","gemma-7b",3,12,99,1,7,1,7,1,1,0,0,0,0
"standard prompt","gemma-7b",3,13,99,2,3,3,2,1,0,0,0,0,0
"standard prompt","gemma-7b",3,14,99,2,4,2,4,0,0,0,0,0,0
"standard prompt","gemma-7b",3,15,99,2,5,5,2,1,0,0,0,0,0
"standard prompt","gemma-7b",3,16,99,2,6,2,6,0,0,0,0,0,0
"standard prompt","gemma-7b",3,17,99,2,7,7,2,0,1,0,0,0,0
"standard prompt","gemma-7b",3,18,99,3,4,3,4,0,0,0,0,0,0
"standard prompt","gemma-7b",3,19,99,3,5,3,5,0,0,0,0,0,0
"standard prompt","gemma-7b",3,20,99,3,6,3,6,0,0,0,0,0,0
"standard prompt","gemma-7b",3,21,99,3,7,7,3,0,1,0,0,0,0
