trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
15,99,2,5,G,F,5,2,F,G,I would choose slot machine F.,1,1,0.0,0.0
16,99,2,6,G,E,2,6,G,E,I would choose slot machine G.,0,1,0.0,0.0
17,99,2,7,G,D,2,7,G,D,I would choose slot machine D.,1,0,0.0,0.0
18,99,3,4,B,A,3,4,B,A,I would choose slot machine A.,1,0,0.0,0.0
19,99,3,5,B,F,5,3,F,B,I would choose slot machine F.,1,1,0.0,0.0
20,99,3,6,B,E,3,6,B,E,I would choose slot machine B.,0,1,0.0,0.0
21,99,3,7,B,D,3,7,B,D,I would choose slot machine D.,1,0,0.0,0.0
22,99,4,5,A,F,5,4,F,A,I would choose slot machine F.,1,1,0.0,0.0
23,99,4,6,A,E,6,4,E,A,I would choose slot machine E.,1,1,0.0,0.0
24,99,4,7,A,D,4,7,A,D,I would choose slot machine D.,1,0,0.0,0.0
25,99,5,6,F,E,6,5,E,F,I would choose slot machine F.,0,0,0.0,0.0
26,99,5,7,F,D,5,7,F,D,I would choose slot machine D.,1,0,0.0,0.0
27,99,6,7,E,D,6,7,E,D,I would choose slot machine D.,1,0,0.0,0.0
