trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
57,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
58,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,0.0
59,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,1.0
0,99,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,0.0,0.0
1,99,0,2,A,D,0,2,A,D,I would choose slot machine D.,1,0,0.0,0.0
2,99,0,3,A,C,0,3,A,C,I would choose slot machine C.,1,0,0.0,0.0
3,99,1,2,B,D,1,2,B,D,I would choose slot machine B.,0,1,0.0,0.0
4,99,1,3,B,C,1,3,B,C,I would choose slot machine B.,0,1,0.0,0.0
5,99,2,3,D,C,2,3,D,C,I would choose slot machine D.,0,1,0.0,0.0
0,99,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0.0,0.0
1,99,0,2,A,D,2,0,D,A,I would choose slot machine D.,1,1,0.0,0.0
2,99,0,3,A,C,3,0,C,A,I would choose slot machine C.,1,1,0.0,0.0
3,99,1,2,B,D,2,1,D,B,I would choose slot machine D.,1,1,0.0,0.0
4,99,1,3,B,C,3,1,C,B,I would choose slot machine C.,1,1,0.0,0.0
5,99,2,3,D,C,3,2,C,D,I would choose slot machine C.,1,1,0.0,0.0
