trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
1,99,0,2,B,H,2,0,H,B,I would choose slot machine H.,1,1,0,0
2,99,0,3,B,F,0,3,B,F,I would choose slot machine F.,1,0,0,0
3,99,0,4,B,G,4,0,G,B,I would choose slot machine G.,1,1,0,0
4,99,0,5,B,E,0,5,B,E,I would choose slot machine E.,1,0,0,0
5,99,0,6,B,D,6,0,D,B,I would choose slot machine D.,1,1,0,0
6,99,0,7,B,C,0,7,B,C,I would choose slot machine C.,1,0,0,0
7,99,1,2,A,H,2,1,H,A,I would choose slot machine H.,1,1,0,0
8,99,1,3,A,F,3,1,F,A,I would choose slot machine F.,1,1,0,0
9,99,1,4,A,G,1,4,A,G,I would choose slot machine G.,1,0,0,0
10,99,1,5,A,E,5,1,E,A,I would choose slot machine E.,1,1,0,0
11,99,1,6,A,D,6,1,D,A,I would choose slot machine D.,1,1,0,0
12,99,1,7,A,C,1,7,A,C,I would choose slot machine C.,1,0,0,0
13,99,2,3,H,F,2,3,H,F,I would choose slot machine H.,0,1,0,0
14,99,2,4,H,G,4,2,G,H,I would choose slot machine G.,1,1,0,0
15,99,2,5,H,E,2,5,H,E,I would choose slot machine E.,1,0,0,0
16,99,2,6,H,D,2,6,H,D,I would choose slot machine D.,1,0,0,0
17,99,2,7,H,C,7,2,C,H,I would choose slot machine C.,1,1,0,0
18,99,3,4,F,G,3,4,F,G,I would choose slot machine G.,1,0,0,0
19,99,3,5,F,E,5,3,E,F,I would choose slot machine E.,1,1,0,0
20,99,3,6,F,D,3,6,F,D,I would choose slot machine D.,1,0,0,0
21,99,3,7,F,C,3,7,F,C,I would choose slot machine C.,1,0,0,0
22,99,4,5,G,E,5,4,E,G,I would choose slot machine E.,1,1,0,0
23,99,4,6,G,D,4,6,G,D,I would choose slot machine D.,1,0,0,0
24,99,4,7,G,C,4,7,G,C,I would choose slot machine G.,0,1,0,0
25,99,5,6,E,D,5,6,E,D,I would choose slot machine E.,0,1,0,0
26,99,5,7,E,C,7,5,C,E,I would choose slot machine C.,1,1,0,0
27,99,6,7,D,C,6,7,D,C,I would choose slot machine D.,0,1,0,0
