trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
43,3,6,7,F,C,7,6,C,F,I would choose slot machine C.,1,1,0.0,1.0
44,3,6,7,F,C,6,7,F,C,I would choose slot machine F.,0,1,0.0,0.0
45,1,2,3,G,B,3,2,B,G,I would choose slot machine B.,1,1,-0.1,0.0
46,0,0,1,H,A,1,0,A,H,I would choose slot machine A.,1,1,-1.0,0.0
47,2,4,5,E,D,5,4,D,E,I would choose slot machine D.,1,1,0.0,0.1
0,99,0,1,H,A,1,0,A,H,I would choose slot machine A.,1,1,0.0,0.0
1,99,0,2,H,G,2,0,G,H,I would choose slot machine G.,1,1,0.0,0.0
2,99,0,3,H,B,0,3,H,B,I would choose slot machine H.,0,1,0.0,0.0
3,99,0,4,H,E,4,0,E,H,I would choose slot machine E.,1,1,0.0,0.0
4,99,0,5,H,D,0,5,H,D,I would choose slot machine H.,0,1,0.0,0.0
5,99,0,6,H,F,0,6,H,F,I would choose slot machine F.,1,0,0.0,0.0
6,99,0,7,H,C,0,7,H,C,I would choose slot machine H.,0,1,0.0,0.0
7,99,1,2,A,G,1,2,A,G,I would choose slot machine G.,1,0,0.0,0.0
8,99,1,3,A,B,1,3,A,B,I would choose slot machine A.,0,1,0.0,0.0
9,99,1,4,A,E,4,1,E,A,I would choose slot machine E.,1,1,0.0,0.0
10,99,1,5,A,D,5,1,D,A,I would choose slot machine D.,1,1,0.0,0.0
11,99,1,6,A,F,6,1,F,A,I would choose slot machine F.,1,1,0.0,0.0
12,99,1,7,A,C,7,1,C,A,I would choose slot machine C.,1,1,0.0,0.0
13,99,2,3,G,B,3,2,B,G,I would choose slot machine B.,1,1,0.0,0.0
14,99,2,4,G,E,4,2,E,G,I would choose slot machine E.,1,1,0.0,0.0
15,99,2,5,G,D,5,2,D,G,I would choose slot machine D.,1,1,0.0,0.0
16,99,2,6,G,F,2,6,G,F,I would choose slot machine G.,0,1,0.0,0.0
17,99,2,7,G,C,7,2,C,G,I would choose slot machine C.,1,1,0.0,0.0
18,99,3,4,B,E,3,4,B,E,I would choose slot machine E.,1,0,0.0,0.0
19,99,3,5,B,D,3,5,B,D,I would choose slot machine B.,0,1,0.0,0.0
20,99,3,6,B,F,3,6,B,F,I would choose slot machine F.,1,0,0.0,0.0
21,99,3,7,B,C,7,3,C,B,I would choose slot machine C.,1,1,0.0,0.0
22,99,4,5,E,D,4,5,E,D,I would choose slot machine E.,0,1,0.0,0.0
23,99,4,6,E,F,6,4,F,E,I would choose slot machine F.,1,1,0.0,0.0
24,99,4,7,E,C,7,4,C,E,I would choose slot machine E.,0,0,0.0,0.0
25,99,5,6,D,F,5,6,D,F,I would choose slot machine D.,0,1,0.0,0.0
26,99,5,7,D,C,5,7,D,C,I would choose slot machine D.,0,1,0.0,0.0
27,99,6,7,F,C,6,7,F,C,I would choose slot machine F.,0,1,0.0,0.0
