trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
39,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,33,34
40,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,33,35
41,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,32,36
42,2,4,5,A,C,4,5,A,C,I would choose slot machine C.,1,0,26,31
43,0,0,1,G,E,1,0,E,G,I would choose slot machine E.,1,1,14,18
44,2,4,5,A,C,5,4,C,A,I would choose slot machine C.,1,1,26,31
45,2,4,5,A,C,4,5,A,C,I would choose slot machine C.,1,0,28,30
46,2,4,5,A,C,4,5,A,C,I would choose slot machine C.,1,0,25,30
47,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,33,35
48,2,4,5,A,C,5,4,C,A,I would choose slot machine C.,1,1,24,30
49,3,6,7,H,D,6,7,H,D,I would choose slot machine D.,1,0,33,37
50,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,32,34
51,1,2,3,B,F,2,3,B,F,I would choose slot machine F.,1,0,20,24
52,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,33,35
53,0,0,1,G,E,1,0,E,G,I would choose slot machine E.,1,1,15,18
54,3,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,34,34
55,1,2,3,B,F,2,3,B,F,I would choose slot machine F.,1,0,21,24
56,2,4,5,A,C,5,4,C,A,I would choose slot machine C.,1,1,27,29
57,0,0,1,G,E,0,1,G,E,I would choose slot machine E.,1,0,13,18
58,1,2,3,B,F,3,2,F,B,I would choose slot machine F.,1,1,20,25
59,3,6,7,H,D,6,7,H,D,I would choose slot machine D.,1,0,32,35
0,99,0,1,G,E,0,1,G,E,I would choose slot machine E.,1,0,0,0
1,99,0,2,G,B,2,0,B,G,I would choose slot machine B.,1,1,0,0
2,99,0,3,G,F,0,3,G,F,I would choose slot machine F.,1,0,0,0
3,99,0,4,G,A,0,4,G,A,I would choose slot machine G.,0,1,0,0
4,99,0,5,G,C,0,5,G,C,I would choose slot machine C.,1,0,0,0
5,99,0,6,G,H,0,6,G,H,I would choose slot machine G.,0,1,0,0
6,99,0,7,G,D,0,7,G,D,I would choose slot machine D.,1,0,0,0
7,99,1,2,E,B,1,2,E,B,I would choose slot machine E.,0,1,0,0
8,99,1,3,E,F,3,1,F,E,I would choose slot machine F.,1,1,0,0
9,99,1,4,E,A,4,1,A,E,I would choose slot machine E.,0,0,0,0
10,99,1,5,E,C,1,5,E,C,I would choose slot machine E.,0,1,0,0
11,99,1,6,E,H,6,1,H,E,I would choose slot machine E.,0,0,0,0
12,99,1,7,E,D,1,7,E,D,I would choose slot machine D.,1,0,0,0
13,99,2,3,B,F,2,3,B,F,I would choose slot machine F.,1,0,0,0
14,99,2,4,B,A,4,2,A,B,I would choose slot machine A.,1,1,0,0
15,99,2,5,B,C,5,2,C,B,I would choose slot machine C.,1,1,0,0
16,99,2,6,B,H,6,2,H,B,I would choose slot machine H.,1,1,0,0
17,99,2,7,B,D,2,7,B,D,I would choose slot machine D.,1,0,0,0
18,99,3,4,F,A,4,3,A,F,I would choose slot machine F.,0,0,0,0
19,99,3,5,F,C,5,3,C,F,I would choose slot machine C.,1,1,0,0
20,99,3,6,F,H,3,6,F,H,I would choose slot machine F.,0,1,0,0
21,99,3,7,F,D,3,7,F,D,I would choose slot machine D.,1,0,0,0
22,99,4,5,A,C,4,5,A,C,I would choose slot machine C.,1,0,0,0
23,99,4,6,A,H,4,6,A,H,I would choose slot machine A.,0,1,0,0
24,99,4,7,A,D,7,4,D,A,I would choose slot machine D.,1,1,0,0
25,99,5,6,C,H,5,6,C,H,I would choose slot machine C.,0,1,0,0
26,99,5,7,C,D,5,7,C,D,I would choose slot machine D.,1,0,0,0
27,99,6,7,H,D,7,6,D,H,I would choose slot machine D.,1,1,0,0
