trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
45,1,2,3,A,F,2,3,A,F,I would choose slot machine F.,1,0,27.0,26.0
46,0,0,1,E,G,1,0,G,E,I would choose slot machine G.,1,1,20.0,25.0
47,3,6,7,D,H,6,7,D,H,I would choose slot machine D.,0,1,44.0,34.0
48,3,6,7,D,H,7,6,H,D,I would choose slot machine H.,1,1,29.0,34.0
49,2,4,5,C,B,5,4,B,C,I would choose slot machine B.,1,1,28.0,42.0
50,3,6,7,D,H,6,7,D,H,I would choose slot machine D.,0,1,29.0,34.0
51,3,6,7,D,H,6,7,D,H,I would choose slot machine D.,0,1,29.0,34.0
52,1,2,3,A,F,2,3,A,F,I would choose slot machine F.,1,0,27.0,26.0
53,2,4,5,C,B,5,4,B,C,I would choose slot machine B.,1,1,28.0,27.0
54,1,2,3,A,F,3,2,F,A,I would choose slot machine F.,1,1,27.0,26.0
55,1,2,3,A,F,2,3,A,F,I would choose slot machine F.,1,0,27.0,26.0
56,0,0,1,E,G,1,0,G,E,I would choose slot machine G.,1,1,20.0,25.0
57,1,2,3,A,F,3,2,F,A,I would choose slot machine F.,1,1,27.0,26.0
58,0,0,1,E,G,1,0,G,E,I would choose slot machine G.,1,1,20.0,10.0
59,1,2,3,A,F,3,2,F,A,I would choose slot machine F.,1,1,27.0,26.0
0,99,0,1,E,G,1,0,G,E,I would choose slot machine G.,1,1,0.0,0.0
1,99,0,2,E,A,2,0,A,E,I would choose slot machine E.,0,0,0.0,0.0
2,99,0,3,E,F,3,0,F,E,I would choose slot machine F.,1,1,0.0,0.0
3,99,0,4,E,C,0,4,E,C,I would choose slot machine E.,0,1,0.0,0.0
4,99,0,5,E,B,5,0,B,E,I would choose slot machine E.,0,0,0.0,0.0
5,99,0,6,E,D,6,0,D,E,I would choose slot machine E.,0,0,0.0,0.0
6,99,0,7,E,H,7,0,H,E,I would choose slot machine E.,0,0,0.0,0.0
7,99,1,2,G,A,2,1,A,G,I would choose slot machine G.,0,0,0.0,0.0
8,99,1,3,G,F,3,1,F,G,I would choose slot machine F.,1,1,0.0,0.0
9,99,1,4,G,C,4,1,C,G,I would choose slot machine G.,0,0,0.0,0.0
10,99,1,5,G,B,1,5,G,B,I would choose slot machine G.,0,1,0.0,0.0
11,99,1,6,G,D,1,6,G,D,I would choose slot machine G.,0,1,0.0,0.0
12,99,1,7,G,H,7,1,H,G,I would choose slot machine G.,0,0,0.0,0.0
13,99,2,3,A,F,2,3,A,F,I would choose slot machine F.,1,0,0.0,0.0
14,99,2,4,A,C,2,4,A,C,I would choose slot machine A.,0,1,0.0,0.0
15,99,2,5,A,B,5,2,B,A,I would choose slot machine B.,1,1,0.0,0.0
16,99,2,6,A,D,2,6,A,D,I would choose slot machine D.,1,0,0.0,0.0
17,99,2,7,A,H,7,2,H,A,I would choose slot machine H.,1,1,0.0,0.0
18,99,3,4,F,C,3,4,F,C,I would choose slot machine F.,0,1,0.0,0.0
19,99,3,5,F,B,5,3,B,F,I would choose slot machine B.,1,1,0.0,0.0
20,99,3,6,F,D,6,3,D,F,I would choose slot machine F.,0,0,0.0,0.0
21,99,3,7,F,H,7,3,H,F,I would choose slot machine H.,1,1,0.0,0.0
22,99,4,5,C,B,5,4,B,C,I would choose slot machine B.,1,1,0.0,0.0
23,99,4,6,C,D,4,6,C,D,I would choose slot machine C.,0,1,0.0,0.0
24,99,4,7,C,H,4,7,C,H,I would choose slot machine C.,0,1,0.0,0.0
25,99,5,6,B,D,5,6,B,D,I would choose slot machine B.,0,1,0.0,0.0
26,99,5,7,B,H,5,7,B,H,I would choose slot machine B.,0,1,0.0,0.0
27,99,6,7,D,H,6,7,D,H,I would choose slot machine D.,0,1,0.0,0.0
