"condition","model","id","trial","context","L_index","H_index","left_index","right_index","choice_idx","accuracy","L_outcome","H_outcome","left_outcome","right_outcome"
"standard prompt","gpt-3.5-turbo-0125",0,24,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",0,25,2,4,5,5,4,0,1,0.1,0,0,0.1
"standard prompt","gpt-3.5-turbo-0125",0,26,1,2,3,2,3,0,0,0,-0.1,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",0,27,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",0,28,2,4,5,4,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,29,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",0,30,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",0,31,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",0,32,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",0,33,0,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,34,1,2,3,3,2,1,0,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",0,35,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",0,36,1,2,3,2,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,37,3,6,7,6,7,0,0,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",0,38,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",0,39,0,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,40,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",0,41,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",0,42,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",0,43,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",0,44,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",0,45,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",0,46,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",0,47,0,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,1,99,0,2,2,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,2,99,0,3,3,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,3,99,0,4,0,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,7,99,1,2,2,1,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,8,99,1,3,1,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,10,99,1,5,1,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,14,99,2,4,2,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,15,99,2,5,2,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,17,99,2,7,7,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,18,99,3,4,3,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,20,99,3,6,3,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,21,99,3,7,3,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,24,99,4,7,4,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,25,99,5,6,6,5,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,26,99,5,7,5,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",0,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,0,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",1,1,1,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,2,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",1,3,1,2,3,3,2,1,0,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",1,4,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",1,5,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",1,6,2,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,7,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",1,8,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",1,9,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,10,2,4,5,4,5,0,0,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",1,11,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",1,12,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",1,13,2,4,5,4,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,14,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",1,15,0,0,1,0,1,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,16,3,6,7,6,7,1,1,1,0,1,0
"standard prompt","gpt-3.5-turbo-0125",1,17,1,2,3,3,2,1,0,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",1,18,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",1,19,1,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,20,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",1,21,1,2,3,3,2,0,1,0,-0.1,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",1,22,0,0,1,1,0,1,0,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",1,23,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",1,24,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",1,25,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",1,26,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",1,27,0,0,1,0,1,0,0,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",1,28,3,6,7,7,6,0,1,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",1,29,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",1,30,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",1,31,3,6,7,7,6,0,1,1,0,0,1
"standard prompt","gpt-3.5-turbo-0125",1,32,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",1,33,0,0,1,1,0,0,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",1,34,0,0,1,0,1,1,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",1,35,0,0,1,0,1,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,36,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",1,37,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",1,38,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",1,39,3,6,7,6,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,40,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",1,41,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",1,42,2,4,5,4,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,43,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",1,44,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",1,45,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",1,46,0,0,1,0,1,1,1,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",1,47,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",1,0,99,0,1,0,1,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,1,99,0,2,2,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,2,99,0,3,0,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,3,99,0,4,0,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,4,99,0,5,5,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,6,99,0,7,0,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,7,99,1,2,1,2,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,8,99,1,3,1,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,9,99,1,4,4,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,12,99,1,7,1,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,13,99,2,3,2,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,14,99,2,4,2,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,15,99,2,5,2,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,17,99,2,7,7,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,18,99,3,4,4,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,19,99,3,5,5,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,20,99,3,6,6,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,21,99,3,7,3,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,22,99,4,5,4,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,24,99,4,7,4,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,25,99,5,6,5,6,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,26,99,5,7,5,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",1,27,99,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,0,1,2,3,2,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,1,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",2,2,2,4,5,5,4,0,1,0.1,0,0,0.1
"standard prompt","gpt-3.5-turbo-0125",2,3,3,6,7,7,6,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,4,1,2,3,3,2,1,0,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",2,5,2,4,5,5,4,0,1,0.1,0,0,0.1
"standard prompt","gpt-3.5-turbo-0125",2,6,0,0,1,1,0,1,0,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",2,7,0,0,1,0,1,1,1,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",2,8,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",2,9,3,6,7,6,7,0,0,1,0,1,0
"standard prompt","gpt-3.5-turbo-0125",2,10,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",2,11,0,0,1,1,0,0,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",2,12,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",2,13,3,6,7,6,7,0,0,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",2,14,1,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,15,2,4,5,4,5,0,0,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",2,16,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",2,17,3,6,7,7,6,1,0,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",2,18,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",2,19,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",2,20,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",2,21,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",2,22,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",2,23,0,0,1,0,1,0,0,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",2,24,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",2,25,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",2,26,3,6,7,6,7,1,1,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",2,27,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",2,28,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",2,29,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",2,30,2,4,5,4,5,1,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",2,31,1,2,3,2,3,0,0,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",2,32,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",2,33,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",2,34,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",2,35,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",2,36,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,37,1,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,38,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",2,39,0,0,1,1,0,0,1,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",2,40,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",2,41,3,6,7,6,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,42,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",2,43,0,0,1,1,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,44,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",2,45,2,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,46,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",2,47,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,0,99,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,1,99,0,2,0,2,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,2,99,0,3,3,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,3,99,0,4,0,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,4,99,0,5,0,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,5,99,0,6,6,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,6,99,0,7,7,0,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,7,99,1,2,2,1,1,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,8,99,1,3,1,3,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,9,99,1,4,1,4,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,10,99,1,5,5,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,11,99,1,6,6,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,12,99,1,7,7,1,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,13,99,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,14,99,2,4,2,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,15,99,2,5,5,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,16,99,2,6,6,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,17,99,2,7,2,7,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,18,99,3,4,3,4,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,19,99,3,5,3,5,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,20,99,3,6,3,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,21,99,3,7,7,3,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,22,99,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,23,99,4,6,6,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,24,99,4,7,7,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,25,99,5,6,5,6,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,26,99,5,7,5,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",2,27,99,6,7,6,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,0,2,4,5,4,5,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,1,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,2,3,6,7,6,7,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,3,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",3,4,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",3,5,2,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,6,1,2,3,2,3,0,0,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",3,7,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",3,8,1,2,3,2,3,1,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,9,1,2,3,3,2,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,10,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",3,11,1,2,3,2,3,1,1,-0.1,0,-0.1,0
"standard prompt","gpt-3.5-turbo-0125",3,12,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",3,13,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",3,14,0,0,1,1,0,1,0,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",3,15,2,4,5,4,5,1,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",3,16,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",3,17,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",3,18,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",3,19,3,6,7,7,6,0,1,1,0,0,1
"standard prompt","gpt-3.5-turbo-0125",3,20,2,4,5,4,5,1,1,0,0.1,0,0.1
"standard prompt","gpt-3.5-turbo-0125",3,21,1,2,3,2,3,0,0,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",3,22,0,0,1,1,0,1,0,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",3,23,1,2,3,3,2,0,1,-0.1,0,0,-0.1
"standard prompt","gpt-3.5-turbo-0125",3,24,2,4,5,5,4,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,25,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",3,26,3,6,7,7,6,0,1,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",3,27,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",3,28,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",3,29,3,6,7,6,7,0,0,1,1,1,1
"standard prompt","gpt-3.5-turbo-0125",3,30,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",3,31,0,0,1,0,1,0,0,-1,-1,-1,-1
"standard prompt","gpt-3.5-turbo-0125",3,32,0,0,1,1,0,0,1,-1,0,0,-1
"standard prompt","gpt-3.5-turbo-0125",3,33,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",3,34,3,6,7,7,6,0,1,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,35,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",3,36,3,6,7,6,7,0,0,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",3,37,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",3,38,3,6,7,6,7,1,1,0,1,0,1
"standard prompt","gpt-3.5-turbo-0125",3,39,2,4,5,5,4,0,1,0,0.1,0.1,0
"standard prompt","gpt-3.5-turbo-0125",3,40,1,2,3,2,3,0,0,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",3,41,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1
"standard prompt","gpt-3.5-turbo-0125",3,42,0,0,1,0,1,0,0,-1,0,-1,0
"standard prompt","gpt-3.5-turbo-0125",3,43,3,6,7,7,6,0,1,0,1,1,0
"standard prompt","gpt-3.5-turbo-0125",3,44,1,2,3,2,3,0,0,-0.1,-0.1,-0.1,-0.1
"standard prompt","gpt-3.5-turbo-0125",3,45,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,46,0,0,1,0,1,0,0,0,0,0,0
"standard prompt","gpt-3.5-turbo-0125",3,47,1,2,3,2,3,0,0,0,0,0,0
