"condition","model","id","trial","context","L_index","H_index","left_index","right_index","choice_idx","accuracy","L_outcome","H_outcome","left_outcome","right_outcome","M7_predL","M7_predR","M7_pACC","left_REL","right_REL","target_trial","chose_REL","M7_pREL"
"standard prompt","gpt-3.5-turbo-0125",0,12,3,6,7,6,7,1,1,0,0,0,0,0.48904098531065,0.51095901468935,0.51095901468935,0,1,1,1,0.51095901468935
"standard prompt","gpt-3.5-turbo-0125",0,13,0,0,1,1,0,0,1,-1,-1,-1,-1,0.761212941271788,0.238787058728212,0.761212941271788,1,0,1,1,0.761212941271788
"standard prompt","gpt-3.5-turbo-0125",0,14,0,0,1,0,1,0,0,-1,0,-1,0,0.721382474519757,0.278617525480243,0.278617525480243,0,1,1,0,0.278617525480243
"standard prompt","gpt-3.5-turbo-0125",0,15,3,6,7,6,7,0,0,0,0,0,0,0.5195982974635,0.4804017025365,0.4804017025365,0,1,1,0,0.4804017025365
"standard prompt","gpt-3.5-turbo-0125",0,16,1,2,3,2,3,0,0,0,0,0,0,0.845997097641881,0.154002902358119,0.154002902358119,0,1,1,0,0.154002902358119
"standard prompt","gpt-3.5-turbo-0125",0,17,2,4,5,4,5,0,0,0,0.1,0,0.1,0.516733791911279,0.483266208088721,0.483266208088721,0,1,1,0,0.483266208088721
"standard prompt","gpt-3.5-turbo-0125",0,18,1,2,3,3,2,0,1,-0.1,0,0,-0.1,0.711113803526903,0.288886196473097,0.711113803526903,1,0,1,1,0.711113803526903
"standard prompt","gpt-3.5-turbo-0125",0,19,3,6,7,7,6,0,1,1,1,1,1,0.892210463967403,0.107789536032597,0.892210463967403,1,0,1,1,0.892210463967403
"standard prompt","gpt-3.5-turbo-0125",0,20,0,0,1,1,0,0,1,-1,0,0,-1,0.890735453203819,0.109264546796181,0.890735453203819,1,0,1,1,0.890735453203819
"standard prompt","gpt-3.5-turbo-0125",0,21,0,0,1,1,0,0,1,-1,-1,-1,-1,0.962696003824299,0.0373039961757013,0.962696003824299,1,0,1,1,0.962696003824299
"standard prompt","gpt-3.5-turbo-0125",0,22,3,6,7,6,7,0,0,0,0,0,0,0.538201454494938,0.461798545505062,0.461798545505062,0,1,1,0,0.461798545505062
"standard prompt","gpt-3.5-turbo-0125",0,23,0,0,1,0,1,0,0,-1,0,-1,0,0.373311075923796,0.626688924076204,0.626688924076204,0,1,1,0,0.626688924076204
"standard prompt","gpt-3.5-turbo-0125",0,24,2,4,5,4,5,0,0,0,0.1,0,0.1,0.512070104027733,0.487929895972266,0.487929895972266,0,1,1,0,0.487929895972266
"standard prompt","gpt-3.5-turbo-0125",0,25,2,4,5,5,4,0,1,0.1,0,0,0.1,0.932368883936023,0.0676311160639774,0.932368883936023,1,0,1,1,0.932368883936023
"standard prompt","gpt-3.5-turbo-0125",0,26,1,2,3,2,3,0,0,0,-0.1,0,-0.1,0.742219554553671,0.257780445446329,0.257780445446329,0,1,1,0,0.257780445446329
"standard prompt","gpt-3.5-turbo-0125",0,27,2,4,5,5,4,0,1,0,0.1,0.1,0,0.910116548946457,0.0898834510535425,0.910116548946457,1,0,1,1,0.910116548946457
"standard prompt","gpt-3.5-turbo-0125",0,28,2,4,5,4,5,1,1,0,0,0,0,0.536034409111655,0.463965590888345,0.463965590888345,0,1,1,1,0.463965590888345
"standard prompt","gpt-3.5-turbo-0125",0,29,1,2,3,2,3,0,0,-0.1,0,-0.1,0,0.844889579470379,0.155110420529621,0.155110420529621,0,1,1,0,0.155110420529621
"standard prompt","gpt-3.5-turbo-0125",0,30,1,2,3,3,2,0,1,-0.1,0,0,-0.1,0.76199429038899,0.23800570961101,0.76199429038899,1,0,1,1,0.76199429038899
"standard prompt","gpt-3.5-turbo-0125",0,31,2,4,5,5,4,0,1,0,0.1,0.1,0,0.915146350215826,0.0848536497841743,0.915146350215826,1,0,1,1,0.915146350215826
"standard prompt","gpt-3.5-turbo-0125",0,32,3,6,7,6,7,0,0,0,1,0,1,0.65849815698565,0.34150184301435,0.34150184301435,0,1,1,0,0.34150184301435
"standard prompt","gpt-3.5-turbo-0125",0,33,0,0,1,1,0,0,1,0,0,0,0,0.967933796113821,0.0320662038861788,0.967933796113821,1,0,1,1,0.967933796113821
"standard prompt","gpt-3.5-turbo-0125",0,34,1,2,3,3,2,1,0,-0.1,0,0,-0.1,0.853657395565783,0.146342604434217,0.853657395565783,1,0,1,0,0.853657395565783
"standard prompt","gpt-3.5-turbo-0125",0,35,0,0,1,1,0,0,1,-1,0,0,-1,0.964152974204986,0.0358470257950139,0.964152974204986,1,0,1,1,0.964152974204986
"standard prompt","gpt-3.5-turbo-0125",0,36,1,2,3,2,3,0,0,0,0,0,0,0.683212054044094,0.316787945955906,0.316787945955906,0,1,1,0,0.316787945955906
"standard prompt","gpt-3.5-turbo-0125",0,37,3,6,7,6,7,0,0,1,1,1,1,0.57213250899238,0.42786749100762,0.42786749100762,0,1,1,0,0.42786749100762
"standard prompt","gpt-3.5-turbo-0125",0,38,1,2,3,3,2,0,1,-0.1,0,0,-0.1,0.843621661432364,0.156378338567636,0.843621661432364,1,0,1,1,0.843621661432364
"standard prompt","gpt-3.5-turbo-0125",0,39,0,0,1,1,0,0,1,0,0,0,0,0.982387656278602,0.017612343721398,0.982387656278602,1,0,1,1,0.982387656278602
"standard prompt","gpt-3.5-turbo-0125",0,40,3,6,7,6,7,0,0,0,1,0,1,0.736897454410314,0.263102545589686,0.263102545589686,0,1,1,0,0.263102545589686
"standard prompt","gpt-3.5-turbo-0125",0,41,0,0,1,0,1,0,0,-1,0,-1,0,0.254277049723255,0.745722950276745,0.745722950276745,0,1,1,0,0.745722950276745
"standard prompt","gpt-3.5-turbo-0125",0,42,2,4,5,4,5,0,0,0,0.1,0,0.1,0.525888784517327,0.474111215482673,0.474111215482673,0,1,1,0,0.474111215482673
"standard prompt","gpt-3.5-turbo-0125",0,43,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1,0.929659407022027,0.070340592977973,0.929659407022027,1,0,1,1,0.929659407022027
"standard prompt","gpt-3.5-turbo-0125",0,44,3,6,7,7,6,0,1,0,1,1,0,0.883733576113695,0.116266423886305,0.883733576113695,1,0,1,1,0.883733576113695
"standard prompt","gpt-3.5-turbo-0125",0,45,3,6,7,7,6,0,1,0,1,1,0,0.961038385125633,0.038961614874367,0.961038385125633,1,0,1,1,0.961038385125633
"standard prompt","gpt-3.5-turbo-0125",0,46,1,2,3,3,2,0,1,-0.1,0,0,-0.1,0.890949784742235,0.109050215257765,0.890949784742235,1,0,1,1,0.890949784742235
"standard prompt","gpt-3.5-turbo-0125",0,47,0,0,1,1,0,0,1,0,0,0,0,0.980245009503605,0.0197549904963945,0.980245009503605,1,0,1,1,0.980245009503605
"standard prompt","gpt-3.5-turbo-0125",0,0,99,0,1,0,1,0,0,0,0,0,0,0.293102112607097,0.706897887392903,0.706897887392903,0,1,1,0,0.706897887392903
"standard prompt","gpt-3.5-turbo-0125",0,1,99,0,2,2,0,0,1,0,0,0,0,0.943767242763472,0.0562327572365283,0.943767242763472,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,2,99,0,3,3,0,0,1,0,0,0,0,0.978578162397925,0.0214218376020745,0.978578162397925,1,0,1,1,0.978578162397925
"standard prompt","gpt-3.5-turbo-0125",0,3,99,0,4,0,4,1,1,0,0,0,0,0.392452265933805,0.607547734066195,0.607547734066195,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,4,99,0,5,5,0,0,1,0,0,0,0,0.984673494837752,0.0153265051622483,0.984673494837752,1,0,1,1,0.984673494837752
"standard prompt","gpt-3.5-turbo-0125",0,5,99,0,6,6,0,0,1,0,0,0,0,0.969905980577069,0.0300940194229315,0.969905980577069,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,6,99,0,7,7,0,0,1,0,0,0,0,0.997546353259812,0.00245364674018786,0.997546353259812,1,0,1,1,0.997546353259812
"standard prompt","gpt-3.5-turbo-0125",0,7,99,1,2,2,1,1,0,0,0,0,0,0.648923949118801,0.351076050881199,0.648923949118801,0,1,1,1,0.351076050881199
"standard prompt","gpt-3.5-turbo-0125",0,8,99,1,3,1,3,0,0,0,0,0,0,0.738035362340476,0.261964637659524,0.261964637659524,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,9,99,1,4,4,1,0,1,0,0,0,0,0.70730957272466,0.29269042727534,0.70730957272466,0,1,1,0,0.29269042727534
"standard prompt","gpt-3.5-turbo-0125",0,10,99,1,5,1,5,1,1,0,0,0,0,0.667021779260706,0.332978220739294,0.332978220739294,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,11,99,1,6,6,1,0,1,0,0,0,0,0.78019536412073,0.21980463587927,0.78019536412073,0,1,1,0,0.21980463587927
"standard prompt","gpt-3.5-turbo-0125",0,12,99,1,7,7,1,0,1,0,0,0,0,0.97815413878202,0.0218458612179797,0.97815413878202,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,13,99,2,3,3,2,0,1,0,0,0,0,0.911089588663956,0.0889104113360446,0.911089588663956,1,0,1,1,0.911089588663956
"standard prompt","gpt-3.5-turbo-0125",0,14,99,2,4,2,4,1,1,0,0,0,0,0.742243496206242,0.257756503793758,0.257756503793758,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,15,99,2,5,2,5,1,1,0,0,0,0,0.49583909247436,0.50416090752564,0.50416090752564,0,1,1,1,0.50416090752564
"standard prompt","gpt-3.5-turbo-0125",0,16,99,2,6,6,2,0,1,0,0,0,0,0.878488600461131,0.121511399538869,0.878488600461131,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,17,99,2,7,7,2,0,1,0,0,0,0,0.98915391118773,0.0108460888122704,0.98915391118773,1,0,1,1,0.98915391118773
"standard prompt","gpt-3.5-turbo-0125",0,18,99,3,4,3,4,1,1,0,0,0,0,0.886851024286167,0.113148975713833,0.113148975713833,1,0,1,0,0.886851024286167
"standard prompt","gpt-3.5-turbo-0125",0,19,99,3,5,5,3,0,1,0,0,0,0,0.841140545980234,0.158859454019766,0.841140545980234,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,20,99,3,6,3,6,1,1,0,0,0,0,0.84217744763727,0.15782255236273,0.15782255236273,1,0,1,0,0.84217744763727
"standard prompt","gpt-3.5-turbo-0125",0,21,99,3,7,3,7,1,1,0,0,0,0,0.297270166882152,0.702729833117848,0.702729833117848,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,22,99,4,5,5,4,0,1,0,0,0,0,0.916827936174211,0.0831720638257893,0.916827936174211,1,0,1,1,0.916827936174211
"standard prompt","gpt-3.5-turbo-0125",0,23,99,4,6,6,4,0,1,0,0,0,0,0.846856330148936,0.153143669851064,0.846856330148936,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,24,99,4,7,4,7,0,0,0,0,0,0,0.168877928816764,0.831122071183236,0.831122071183236,0,1,1,0,0.831122071183236
"standard prompt","gpt-3.5-turbo-0125",0,25,99,5,6,6,5,1,0,0,0,0,0,0.653814417424379,0.346185582575621,0.653814417424379,0,1,1,1,0.346185582575621
"standard prompt","gpt-3.5-turbo-0125",0,26,99,5,7,5,7,0,0,0,0,0,0,0.3730172106234,0.6269827893766,0.6269827893766,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,27,99,6,7,7,6,0,1,0,0,0,0,0.979377871416827,0.0206221285831733,0.979377871416827,1,0,1,1,0.979377871416827
"standard prompt","gpt-3.5-turbo-0125",1,0,3,6,7,6,7,0,0,0,1,0,1,0.790128854011819,0.209871145988181,0.209871145988181,0,1,1,0,0.209871145988181
"standard prompt","gpt-3.5-turbo-0125",1,1,1,2,3,3,2,0,1,0,0,0,0,0.790128854011819,0.209871145988181,0.790128854011819,1,0,1,1,0.790128854011819
"standard prompt","gpt-3.5-turbo-0125",1,2,3,6,7,7,6,0,1,0,1,1,0,0.853802344054216,0.146197655945784,0.853802344054216,1,0,1,1,0.853802344054216
"standard prompt","gpt-3.5-turbo-0125",1,3,1,2,3,3,2,1,0,-0.1,0,0,-0.1,0.790128854011819,0.209871145988181,0.790128854011819,1,0,1,0,0.790128854011819
"standard prompt","gpt-3.5-turbo-0125",1,4,3,6,7,7,6,0,1,0,1,1,0,0.954142860687144,0.0458571393128559,0.954142860687144,1,0,1,1,0.954142860687144
"standard prompt","gpt-3.5-turbo-0125",1,5,2,4,5,4,5,0,0,0,0.1,0,0.1,0.790128854011819,0.209871145988181,0.209871145988181,0,1,1,0,0.209871145988181
"standard prompt","gpt-3.5-turbo-0125",1,6,2,4,5,5,4,0,1,0,0,0,0,0.81648609242893,0.18351390757107,0.81648609242893,1,0,1,1,0.81648609242893
"standard prompt","gpt-3.5-turbo-0125",1,7,3,6,7,7,6,0,1,0,1,1,0,0.979278358925104,0.0207216410748962,0.979278358925104,1,0,1,1,0.979278358925104
"standard prompt","gpt-3.5-turbo-0125",1,8,2,4,5,5,4,0,1,0,0.1,0.1,0,0.81374052047239,0.18625947952761,0.81374052047239,1,0,1,1,0.81374052047239
"standard prompt","gpt-3.5-turbo-0125",1,9,0,0,1,0,1,0,0,0,0,0,0,0.790128854011819,0.209871145988181,0.209871145988181,0,1,1,0,0.209871145988181
"standard prompt","gpt-3.5-turbo-0125",1,10,2,4,5,4,5,0,0,0.1,0.1,0.1,0.1,0.665324514282621,0.334675485717379,0.334675485717379,0,1,1,0,0.334675485717379
"standard prompt","gpt-3.5-turbo-0125",1,11,2,4,5,5,4,0,1,0,0.1,0.1,0,0.850435618087546,0.149564381912454,0.850435618087546,1,0,1,1,0.850435618087546
"standard prompt","gpt-3.5-turbo-0125",1,12,0,0,1,0,1,0,0,-1,0,-1,0,0.790128854011819,0.209871145988181,0.209871145988181,0,1,1,0,0.209871145988181
"standard prompt","gpt-3.5-turbo-0125",1,13,2,4,5,4,5,1,1,0,0,0,0,0.626437852178708,0.373562147821292,0.373562147821292,0,1,1,1,0.373562147821292
"standard prompt","gpt-3.5-turbo-0125",1,14,1,2,3,3,2,0,1,-0.1,0,0,-0.1,0.81648609242893,0.18351390757107,0.81648609242893,1,0,1,1,0.81648609242893
"standard prompt","gpt-3.5-turbo-0125",1,15,0,0,1,0,1,1,1,0,0,0,0,0.708201335786178,0.291798664213822,0.291798664213822,0,1,1,1,0.291798664213822
"standard prompt","gpt-3.5-turbo-0125",1,16,3,6,7,6,7,1,1,1,0,1,0,0.150087665328095,0.849912334671905,0.849912334671905,0,1,1,1,0.849912334671905
"standard prompt","gpt-3.5-turbo-0125",1,17,1,2,3,3,2,1,0,-0.1,0,0,-0.1,0.878259919502419,0.121740080497581,0.878259919502419,1,0,1,0,0.878259919502419
"standard prompt","gpt-3.5-turbo-0125",1,18,1,2,3,2,3,0,0,-0.1,0,-0.1,0,0.640900590238817,0.359099409761183,0.359099409761183,0,1,1,0,0.359099409761183
"standard prompt","gpt-3.5-turbo-0125",1,19,1,2,3,3,2,0,1,0,0,0,0,0.896388401991996,0.103611598008004,0.896388401991996,1,0,1,1,0.896388401991996
"standard prompt","gpt-3.5-turbo-0125",1,20,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1,0.887650699406868,0.112349300593132,0.887650699406868,1,0,1,1,0.887650699406868
"standard prompt","gpt-3.5-turbo-0125",1,21,1,2,3,3,2,0,1,0,-0.1,-0.1,0,0.879330641408068,0.120669358591932,0.879330641408068,1,0,1,1,0.879330641408068
"standard prompt","gpt-3.5-turbo-0125",1,22,0,0,1,1,0,1,0,-1,0,0,-1,0.84772250807991,0.15227749192009,0.84772250807991,1,0,1,0,0.84772250807991
"standard prompt","gpt-3.5-turbo-0125",1,23,3,6,7,7,6,0,1,0,1,1,0,0.973725486292718,0.0262745137072818,0.973725486292718,1,0,1,1,0.973725486292718
"standard prompt","gpt-3.5-turbo-0125",1,24,1,2,3,3,2,0,1,-0.1,0,0,-0.1,0.851580473527834,0.148419526472166,0.851580473527834,1,0,1,1,0.851580473527834
"standard prompt","gpt-3.5-turbo-0125",1,25,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1,0.885565152860329,0.114434847139671,0.885565152860329,1,0,1,1,0.885565152860329
"standard prompt","gpt-3.5-turbo-0125",1,26,2,4,5,5,4,0,1,0,0.1,0.1,0,0.877355736195625,0.122644263804375,0.877355736195625,1,0,1,1,0.877355736195625
"standard prompt","gpt-3.5-turbo-0125",1,27,0,0,1,0,1,0,0,-1,-1,-1,-1,0.6313900968138,0.3686099031862,0.3686099031862,0,1,1,0,0.3686099031862
"standard prompt","gpt-3.5-turbo-0125",1,28,3,6,7,7,6,0,1,1,1,1,1,0.985633003529444,0.014366996470556,0.985633003529444,1,0,1,1,0.985633003529444
"standard prompt","gpt-3.5-turbo-0125",1,29,3,6,7,7,6,0,1,0,1,1,0,0.980968134742656,0.019031865257344,0.980968134742656,1,0,1,1,0.980968134742656
"standard prompt","gpt-3.5-turbo-0125",1,30,0,0,1,0,1,0,0,-1,0,-1,0,0.79145205745953,0.20854794254047,0.20854794254047,0,1,1,0,0.20854794254047
"standard prompt","gpt-3.5-turbo-0125",1,31,3,6,7,7,6,0,1,1,0,0,1,0.988357184567258,0.0116428154327417,0.988357184567258,1,0,1,1,0.988357184567258
"standard prompt","gpt-3.5-turbo-0125",1,32,1,2,3,3,2,0,1,-0.1,-0.1,-0.1,-0.1,0.894755980699431,0.105244019300569,0.894755980699431,1,0,1,1,0.894755980699431
"standard prompt","gpt-3.5-turbo-0125",1,33,0,0,1,1,0,0,1,-1,-1,-1,-1,0.85291065264183,0.14708934735817,0.85291065264183,1,0,1,1,0.85291065264183
"standard prompt","gpt-3.5-turbo-0125",1,34,0,0,1,0,1,1,1,-1,-1,-1,-1,0.633609391547874,0.366390608452126,0.366390608452126,0,1,1,1,0.366390608452126
"standard prompt","gpt-3.5-turbo-0125",1,35,0,0,1,0,1,1,1,0,0,0,0,0.593568049830712,0.406431950169288,0.406431950169288,0,1,1,1,0.406431950169288
"standard prompt","gpt-3.5-turbo-0125",1,36,3,6,7,7,6,0,1,0,1,1,0,0.97497298801113,0.0250270119888698,0.97497298801113,1,0,1,1,0.97497298801113
"standard prompt","gpt-3.5-turbo-0125",1,37,3,6,7,7,6,0,1,0,1,1,0,0.986082390605359,0.0139176093946415,0.986082390605359,1,0,1,1,0.986082390605359
"standard prompt","gpt-3.5-turbo-0125",1,38,1,2,3,3,2,0,1,-0.1,0,0,-0.1,0.886090462165995,0.113909537834005,0.886090462165995,1,0,1,1,0.886090462165995
"standard prompt","gpt-3.5-turbo-0125",1,39,3,6,7,6,7,1,1,0,0,0,0,0.119689117870746,0.880310882129254,0.880310882129254,0,1,1,1,0.880310882129254
"standard prompt","gpt-3.5-turbo-0125",1,40,2,4,5,5,4,0,1,0.1,0.1,0.1,0.1,0.90743305551984,0.0925669444801602,0.90743305551984,1,0,1,1,0.90743305551984
"standard prompt","gpt-3.5-turbo-0125",1,41,0,0,1,1,0,0,1,-1,0,0,-1,0.920762022253363,0.0792379777466369,0.920762022253363,1,0,1,1,0.920762022253363
"standard prompt","gpt-3.5-turbo-0125",1,42,2,4,5,4,5,0,0,0,0,0,0,0.616118915788656,0.383881084211344,0.383881084211344,0,1,1,0,0.383881084211344
"standard prompt","gpt-3.5-turbo-0125",1,43,2,4,5,5,4,0,1,0,0.1,0.1,0,0.86717402885634,0.13282597114366,0.86717402885634,1,0,1,1,0.86717402885634
"standard prompt","gpt-3.5-turbo-0125",1,44,1,2,3,2,3,0,0,-0.1,0,-0.1,0,0.578011575135656,0.421988424864344,0.421988424864344,0,1,1,0,0.421988424864344
"standard prompt","gpt-3.5-turbo-0125",1,45,0,0,1,0,1,0,0,-1,0,-1,0,0.304045988529687,0.695954011470313,0.695954011470313,0,1,1,0,0.695954011470313
"standard prompt","gpt-3.5-turbo-0125",1,46,0,0,1,0,1,1,1,-1,0,-1,0,0.262657795314278,0.737342204685722,0.737342204685722,0,1,1,1,0.737342204685722
"standard prompt","gpt-3.5-turbo-0125",1,47,2,4,5,5,4,0,1,0,0.1,0.1,0,0.902353917273146,0.097646082726854,0.902353917273146,1,0,1,1,0.902353917273146
"standard prompt","gpt-3.5-turbo-0125",1,0,99,0,1,0,1,1,1,0,0,0,0,0.181589776018212,0.818410223981788,0.818410223981788,0,1,1,1,0.818410223981788
"standard prompt","gpt-3.5-turbo-0125",1,1,99,0,2,2,0,0,1,0,0,0,0,0.967839503332461,0.0321604966675386,0.967839503332461,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,2,99,0,3,0,3,1,1,0,0,0,0,0.14451538278216,0.85548461721784,0.85548461721784,0,1,1,1,0.85548461721784
"standard prompt","gpt-3.5-turbo-0125",1,3,99,0,4,0,4,1,1,0,0,0,0,0.274542816012672,0.725457183987328,0.725457183987328,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,4,99,0,5,5,0,0,1,0,0,0,0,0.990993662694025,0.00900633730597541,0.990993662694025,1,0,1,1,0.990993662694025
"standard prompt","gpt-3.5-turbo-0125",1,5,99,0,6,6,0,0,1,0,0,0,0,0.978299462866077,0.0217005371339234,0.978299462866077,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,6,99,0,7,0,7,1,1,0,0,0,0,0.0180171277506621,0.981982872249338,0.981982872249338,0,1,1,1,0.981982872249338
"standard prompt","gpt-3.5-turbo-0125",1,7,99,1,2,1,2,1,1,0,0,0,0,0.888785288825362,0.111214711174638,0.111214711174638,1,0,1,0,0.888785288825362
"standard prompt","gpt-3.5-turbo-0125",1,8,99,1,3,1,3,0,0,0,0,0,0,0.741357022157369,0.258642977842631,0.258642977842631,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,9,99,1,4,4,1,0,1,0,0,0,0,0.688214169784714,0.311785830215286,0.688214169784714,0,1,1,0,0.311785830215286
"standard prompt","gpt-3.5-turbo-0125",1,10,99,1,5,5,1,0,1,0,0,0,0,0.866396226643353,0.133603773356647,0.866396226643353,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,11,99,1,6,6,1,0,1,0,0,0,0,0.726544927151614,0.273455072848386,0.726544927151614,0,1,1,0,0.273455072848386
"standard prompt","gpt-3.5-turbo-0125",1,12,99,1,7,1,7,1,1,0,0,0,0,0.237409409682369,0.762590590317631,0.762590590317631,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,13,99,2,3,2,3,0,0,0,0,0,0,0.574526349621739,0.425473650378261,0.425473650378261,0,1,1,0,0.425473650378261
"standard prompt","gpt-3.5-turbo-0125",1,14,99,2,4,2,4,0,0,0,0,0,0,0.751556375857104,0.248443624142896,0.248443624142896,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,15,99,2,5,2,5,1,1,0,0,0,0,0.507311979985387,0.492688020014613,0.492688020014613,0,1,1,1,0.492688020014613
"standard prompt","gpt-3.5-turbo-0125",1,16,99,2,6,6,2,0,1,0,0,0,0,0.849393707554969,0.15060629244503,0.849393707554969,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,17,99,2,7,7,2,0,1,0,0,0,0,0.989758678556792,0.0102413214432085,0.989758678556792,1,0,1,1,0.989758678556792
"standard prompt","gpt-3.5-turbo-0125",1,18,99,3,4,4,3,0,1,0,0,0,0,0.626940790938383,0.373059209061617,0.626940790938383,0,1,1,0,0.373059209061617
"standard prompt","gpt-3.5-turbo-0125",1,19,99,3,5,5,3,0,1,0,0,0,0,0.831569996647982,0.168430003352017,0.831569996647982,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,20,99,3,6,6,3,0,1,0,0,0,0,0.66918347704292,0.33081652295708,0.66918347704292,0,1,1,0,0.33081652295708
"standard prompt","gpt-3.5-turbo-0125",1,21,99,3,7,3,7,0,0,0,0,0,0,0.290230140926045,0.709769859073955,0.709769859073955,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,22,99,4,5,4,5,1,1,0,0,0,0,0.56168959357655,0.43831040642345,0.43831040642345,0,1,1,1,0.43831040642345
"standard prompt","gpt-3.5-turbo-0125",1,23,99,4,6,6,4,0,1,0,0,0,0,0.819221458677232,0.180778541322768,0.819221458677232,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,24,99,4,7,4,7,0,0,0,0,0,0,0.154353773092983,0.845646226907017,0.845646226907017,0,1,1,0,0.845646226907017
"standard prompt","gpt-3.5-turbo-0125",1,25,99,5,6,5,6,0,0,0,0,0,0,0.901854589806614,0.0981454101933862,0.0981454101933862,1,0,1,1,0.901854589806614
"standard prompt","gpt-3.5-turbo-0125",1,26,99,5,7,5,7,0,0,0,0,0,0,0.349060000838672,0.650939999161328,0.650939999161328,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,27,99,6,7,7,6,0,1,0,0,0,0,0.984736039074015,0.0152639609259847,0.984736039074015,1,0,1,1,0.984736039074015
"standard prompt","gpt-3.5-turbo-0125",2,0,1,2,3,2,3,0,0,0,0,0,0,0.790128854011819,0.209871145988181,0.209871145988181,0,1,1,0,0.209871145988181
