trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
26,0,0,1,G,H,1,0,H,G,I would choose slot machine H.,1,1,20.0,10.0
27,0,0,1,G,H,0,1,G,H,I would choose slot machine G.,0,1,20.0,25.0
28,0,0,1,G,H,0,1,G,H,I would choose slot machine H.,1,0,20.0,25.0
29,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,27.0,26.0
30,3,6,7,A,D,6,7,A,D,I would choose slot machine A.,0,1,29.0,34.0
31,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,27.0,26.0
32,0,0,1,G,H,1,0,H,G,I would choose slot machine H.,1,1,20.0,25.0
33,0,0,1,G,H,1,0,H,G,I would choose slot machine H.,1,1,20.0,25.0
34,0,0,1,G,H,0,1,G,H,I would choose slot machine H.,1,0,20.0,10.0
35,2,4,5,B,C,4,5,B,C,I would choose slot machine C.,1,0,28.0,27.0
36,0,0,1,G,H,1,0,H,G,I would choose slot machine H.,1,1,20.0,25.0
37,2,4,5,B,C,4,5,B,C,I would choose slot machine C.,1,0,28.0,27.0
38,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,27.0,26.0
39,3,6,7,A,D,6,7,A,D,I would choose slot machine A.,0,1,44.0,34.0
40,3,6,7,A,D,6,7,A,D,I would choose slot machine A.,0,1,29.0,34.0
41,2,4,5,B,C,4,5,B,C,I would choose slot machine B.,0,1,28.0,27.0
42,3,6,7,A,D,7,6,D,A,I would choose slot machine D.,1,1,29.0,34.0
43,1,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,27.0,26.0
44,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
45,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
46,3,6,7,A,D,6,7,A,D,I would choose slot machine A.,0,1,29.0,34.0
47,2,4,5,B,C,4,5,B,C,I would choose slot machine B.,0,1,28.0,42.0
48,1,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,12.0,26.0
49,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,12.0,26.0
50,0,0,1,G,H,0,1,G,H,I would choose slot machine G.,0,1,20.0,25.0
51,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
52,1,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,12.0,26.0
53,0,0,1,G,H,0,1,G,H,I would choose slot machine H.,1,0,20.0,25.0
54,0,0,1,G,H,1,0,H,G,I would choose slot machine H.,1,1,20.0,25.0
55,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,27.0,26.0
56,2,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,28.0,27.0
57,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,27.0,26.0
58,0,0,1,G,H,1,0,H,G,I would choose slot machine H.,1,1,20.0,25.0
59,2,4,5,B,C,4,5,B,C,I would choose slot machine C.,1,0,28.0,27.0
0,99,0,1,G,H,1,0,H,G,I would choose slot machine H.,1,1,0.0,0.0
1,99,0,2,G,E,2,0,E,G,I would choose slot machine E.,1,1,0.0,0.0
2,99,0,3,G,F,3,0,F,G,I would choose slot machine F.,1,1,0.0,0.0
3,99,0,4,G,B,4,0,B,G,I would choose slot machine B.,1,1,0.0,0.0
4,99,0,5,G,C,0,5,G,C,I would choose slot machine C.,1,0,0.0,0.0
5,99,0,6,G,A,0,6,G,A,I would choose slot machine A.,1,0,0.0,0.0
6,99,0,7,G,D,0,7,G,D,I would choose slot machine D.,1,0,0.0,0.0
7,99,1,2,H,E,2,1,E,H,I would choose slot machine E.,1,1,0.0,0.0
8,99,1,3,H,F,1,3,H,F,I would choose slot machine H.,0,1,0.0,0.0
9,99,1,4,H,B,1,4,H,B,I would choose slot machine H.,0,1,0.0,0.0
10,99,1,5,H,C,1,5,H,C,I would choose slot machine H.,0,1,0.0,0.0
11,99,1,6,H,A,6,1,A,H,I would choose slot machine A.,1,1,0.0,0.0
12,99,1,7,H,D,7,1,D,H,I would choose slot machine D.,1,1,0.0,0.0
13,99,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,0.0,0.0
14,99,2,4,E,B,2,4,E,B,I would choose slot machine E.,0,1,0.0,0.0
15,99,2,5,E,C,5,2,C,E,I would choose slot machine C.,1,1,0.0,0.0
16,99,2,6,E,A,6,2,A,E,I would choose slot machine A.,1,1,0.0,0.0
17,99,2,7,E,D,2,7,E,D,I would choose slot machine E.,0,1,0.0,0.0
18,99,3,4,F,B,3,4,F,B,I would choose slot machine F.,0,1,0.0,0.0
19,99,3,5,F,C,5,3,C,F,I would choose slot machine C.,1,1,0.0,0.0
20,99,3,6,F,A,3,6,F,A,I would choose slot machine A.,1,0,0.0,0.0
21,99,3,7,F,D,7,3,D,F,I would choose slot machine D.,1,1,0.0,0.0
22,99,4,5,B,C,5,4,C,B,I would choose slot machine C.,1,1,0.0,0.0
23,99,4,6,B,A,4,6,B,A,I would choose slot machine A.,1,0,0.0,0.0
24,99,4,7,B,D,7,4,D,B,I would choose slot machine D.,1,1,0.0,0.0
25,99,5,6,C,A,6,5,A,C,I would choose slot machine A.,1,1,0.0,0.0
26,99,5,7,C,D,5,7,C,D,I would choose slot machine C.,0,1,0.0,0.0
27,99,6,7,A,D,7,6,D,A,I would choose slot machine A.,0,0,0.0,0.0
