trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
10,99,1,5,F,D,1,5,F,D,I would choose slot machine F.,0,1,0.0,0.0
11,99,1,6,F,G,6,1,G,F,I would choose slot machine G.,1,1,0.0,0.0
12,99,1,7,F,C,1,7,F,C,I would choose slot machine F.,0,1,0.0,0.0
13,99,2,3,B,E,3,2,E,B,I would choose slot machine E.,1,1,0.0,0.0
14,99,2,4,B,H,4,2,H,B,I would choose slot machine H.,1,1,0.0,0.0
15,99,2,5,B,D,2,5,B,D,I would choose slot machine D.,1,0,0.0,0.0
16,99,2,6,B,G,2,6,B,G,I would choose slot machine G.,1,0,0.0,0.0
17,99,2,7,B,C,2,7,B,C,I would choose slot machine C.,1,0,0.0,0.0
18,99,3,4,E,H,4,3,H,E,I would choose slot machine E.,0,0,0.0,0.0
19,99,3,5,E,D,5,3,D,E,I would choose slot machine E.,0,0,0.0,0.0
20,99,3,6,E,G,6,3,G,E,I would choose slot machine E.,0,0,0.0,0.0
21,99,3,7,E,C,3,7,E,C,I would choose slot machine E.,0,1,0.0,0.0
22,99,4,5,H,D,5,4,D,H,I would choose slot machine D.,1,1,0.0,0.0
23,99,4,6,H,G,6,4,G,H,I would choose slot machine G.,1,1,0.0,0.0
24,99,4,7,H,C,7,4,C,H,I would choose slot machine H.,0,0,0.0,0.0
25,99,5,6,D,G,6,5,G,D,I would choose slot machine D.,0,0,0.0,0.0
26,99,5,7,D,C,5,7,D,C,I would choose slot machine D.,0,1,0.0,0.0
27,99,6,7,G,C,7,6,C,G,I would choose slot machine G.,0,0,0.0,0.0
