trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
20,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,12.0,26.0
21,0,0,1,B,H,0,1,B,H,I would choose slot machine B.,0,1,20.0,25.0
22,2,4,5,A,G,4,5,A,G,I would choose slot machine A.,0,1,28.0,27.0
23,1,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,27.0,26.0
24,1,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,27.0,26.0
25,3,6,7,C,D,6,7,C,D,I would choose slot machine D.,1,0,29.0,34.0
26,0,0,1,B,H,1,0,H,B,I would choose slot machine H.,1,1,20.0,10.0
27,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,27.0,26.0
28,0,0,1,B,H,0,1,B,H,I would choose slot machine B.,0,1,20.0,10.0
29,0,0,1,B,H,0,1,B,H,I would choose slot machine B.,0,1,20.0,25.0
30,3,6,7,C,D,7,6,D,C,I would choose slot machine D.,1,1,44.0,34.0
31,2,4,5,A,G,4,5,A,G,I would choose slot machine A.,0,1,28.0,27.0
32,3,6,7,C,D,7,6,D,C,I would choose slot machine D.,1,1,29.0,34.0
33,2,4,5,A,G,4,5,A,G,I would choose slot machine A.,0,1,28.0,27.0
34,2,4,5,A,G,4,5,A,G,I would choose slot machine A.,0,1,28.0,27.0
35,0,0,1,B,H,1,0,H,B,I would choose slot machine H.,1,1,20.0,25.0
36,2,4,5,A,G,5,4,G,A,I would choose slot machine G.,1,1,28.0,27.0
37,1,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,27.0,26.0
38,0,0,1,B,H,1,0,H,B,I would choose slot machine H.,1,1,20.0,25.0
39,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,27.0,26.0
40,1,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,27.0,26.0
41,3,6,7,C,D,7,6,D,C,I would choose slot machine D.,1,1,29.0,34.0
42,3,6,7,C,D,7,6,D,C,I would choose slot machine D.,1,1,29.0,34.0
43,2,4,5,A,G,4,5,A,G,I would choose slot machine A.,0,1,28.0,42.0
44,3,6,7,C,D,6,7,C,D,I would choose slot machine D.,1,0,29.0,34.0
45,0,0,1,B,H,0,1,B,H,I would choose slot machine B.,0,1,20.0,25.0
46,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,12.0,26.0
47,2,4,5,A,G,5,4,G,A,I would choose slot machine G.,1,1,28.0,27.0
48,0,0,1,B,H,1,0,H,B,I would choose slot machine H.,1,1,20.0,25.0
49,2,4,5,A,G,5,4,G,A,I would choose slot machine G.,1,1,28.0,42.0
50,2,4,5,A,G,4,5,A,G,I would choose slot machine G.,1,0,28.0,27.0
51,2,4,5,A,G,4,5,A,G,I would choose slot machine G.,1,0,28.0,42.0
52,0,0,1,B,H,1,0,H,B,I would choose slot machine H.,1,1,20.0,25.0
53,0,0,1,B,H,0,1,B,H,I would choose slot machine B.,0,1,20.0,25.0
54,3,6,7,C,D,6,7,C,D,I would choose slot machine D.,1,0,29.0,34.0
55,3,6,7,C,D,7,6,D,C,I would choose slot machine D.,1,1,29.0,34.0
56,3,6,7,C,D,7,6,D,C,I would choose slot machine D.,1,1,44.0,34.0
57,0,0,1,B,H,0,1,B,H,I would choose slot machine B.,0,1,20.0,25.0
58,2,4,5,A,G,4,5,A,G,I would choose slot machine G.,1,0,28.0,27.0
59,1,2,3,E,F,3,2,F,E,I would choose slot machine E.,0,0,27.0,26.0
0,99,0,1,B,H,0,1,B,H,I would choose slot machine B.,0,1,0.0,0.0
1,99,0,2,B,E,0,2,B,E,I would choose slot machine E.,1,0,0.0,0.0
2,99,0,3,B,F,0,3,B,F,I would choose slot machine B.,0,1,0.0,0.0
3,99,0,4,B,A,0,4,B,A,I would choose slot machine A.,1,0,0.0,0.0
4,99,0,5,B,G,0,5,B,G,I would choose slot machine G.,1,0,0.0,0.0
5,99,0,6,B,C,0,6,B,C,I would choose slot machine B.,0,1,0.0,0.0
6,99,0,7,B,D,7,0,D,B,I would choose slot machine D.,1,1,0.0,0.0
7,99,1,2,H,E,2,1,E,H,I would choose slot machine E.,1,1,0.0,0.0
8,99,1,3,H,F,3,1,F,H,I would choose slot machine F.,1,1,0.0,0.0
9,99,1,4,H,A,1,4,H,A,I would choose slot machine H.,0,1,0.0,0.0
10,99,1,5,H,G,1,5,H,G,I would choose slot machine G.,1,0,0.0,0.0
11,99,1,6,H,C,1,6,H,C,I would choose slot machine H.,0,1,0.0,0.0
12,99,1,7,H,D,7,1,D,H,I would choose slot machine D.,1,1,0.0,0.0
13,99,2,3,E,F,2,3,E,F,I would choose slot machine E.,0,1,0.0,0.0
14,99,2,4,E,A,4,2,A,E,I would choose slot machine A.,1,1,0.0,0.0
15,99,2,5,E,G,2,5,E,G,I would choose slot machine E.,0,1,0.0,0.0
16,99,2,6,E,C,2,6,E,C,I would choose slot machine E.,0,1,0.0,0.0
17,99,2,7,E,D,2,7,E,D,I would choose slot machine E.,0,1,0.0,0.0
18,99,3,4,F,A,3,4,F,A,I would choose slot machine A.,1,0,0.0,0.0
19,99,3,5,F,G,3,5,F,G,I would choose slot machine F.,0,1,0.0,0.0
20,99,3,6,F,C,3,6,F,C,I would choose slot machine F.,0,1,0.0,0.0
21,99,3,7,F,D,7,3,D,F,I would choose slot machine D.,1,1,0.0,0.0
22,99,4,5,A,G,4,5,A,G,I would choose slot machine A.,0,1,0.0,0.0
23,99,4,6,A,C,6,4,C,A,I would choose slot machine A.,0,0,0.0,0.0
24,99,4,7,A,D,7,4,D,A,I would choose slot machine D.,1,1,0.0,0.0
25,99,5,6,G,C,6,5,C,G,I would choose slot machine G.,0,0,0.0,0.0
26,99,5,7,G,D,7,5,D,G,I would choose slot machine D.,1,1,0.0,0.0
27,99,6,7,C,D,6,7,C,D,I would choose slot machine D.,1,0,0.0,0.0
