trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
53,3,6,7,C,H,6,7,C,H,I would choose slot machine C.,0,1,29.0,34.0
54,3,6,7,C,H,7,6,H,C,I would choose slot machine C.,0,0,29.0,34.0
55,0,0,1,F,A,0,1,F,A,I would choose slot machine A.,1,0,20.0,25.0
56,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,29.0,34.0
57,3,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,29.0,34.0
58,0,0,1,F,A,1,0,A,F,I would choose slot machine A.,1,1,20.0,25.0
59,2,4,5,B,D,5,4,D,B,I would choose slot machine D.,1,1,28.0,27.0
0,99,0,1,F,A,0,1,F,A,I would choose slot machine A.,1,0,0.0,0.0
1,99,0,2,F,E,2,0,E,F,I would choose slot machine E.,1,1,0.0,0.0
2,99,0,3,F,G,0,3,F,G,I would choose slot machine G.,1,0,0.0,0.0
3,99,0,4,F,B,4,0,B,F,I would choose slot machine B.,1,1,0.0,0.0
4,99,0,5,F,D,5,0,D,F,I would choose slot machine D.,1,1,0.0,0.0
5,99,0,6,F,C,0,6,F,C,I would choose slot machine C.,1,0,0.0,0.0
6,99,0,7,F,H,7,0,H,F,I would choose slot machine H.,1,1,0.0,0.0
7,99,1,2,A,E,1,2,A,E,I would choose slot machine E.,1,0,0.0,0.0
8,99,1,3,A,G,3,1,G,A,I would choose slot machine A.,0,0,0.0,0.0
9,99,1,4,A,B,4,1,B,A,I would choose slot machine B.,1,1,0.0,0.0
10,99,1,5,A,D,1,5,A,D,I would choose slot machine D.,1,0,0.0,0.0
11,99,1,6,A,C,1,6,A,C,I would choose slot machine C.,1,0,0.0,0.0
12,99,1,7,A,H,1,7,A,H,I would choose slot machine H.,1,0,0.0,0.0
13,99,2,3,E,G,2,3,E,G,I would choose slot machine E.,0,1,0.0,0.0
14,99,2,4,E,B,2,4,E,B,I would choose slot machine B.,1,0,0.0,0.0
15,99,2,5,E,D,5,2,D,E,I would choose slot machine D.,1,1,0.0,0.0
16,99,2,6,E,C,6,2,C,E,I would choose slot machine C.,1,1,0.0,0.0
17,99,2,7,E,H,2,7,E,H,I would choose slot machine H.,1,0,0.0,0.0
18,99,3,4,G,B,3,4,G,B,I would choose slot machine B.,1,0,0.0,0.0
19,99,3,5,G,D,5,3,D,G,I would choose slot machine D.,1,1,0.0,0.0
20,99,3,6,G,C,3,6,G,C,I would choose slot machine C.,1,0,0.0,0.0
21,99,3,7,G,H,7,3,H,G,I would choose slot machine H.,1,1,0.0,0.0
22,99,4,5,B,D,5,4,D,B,I would choose slot machine D.,1,1,0.0,0.0
23,99,4,6,B,C,6,4,C,B,I would choose slot machine C.,1,1,0.0,0.0
24,99,4,7,B,H,4,7,B,H,I would choose slot machine H.,1,0,0.0,0.0
25,99,5,6,D,C,5,6,D,C,I would choose slot machine C.,1,0,0.0,0.0
26,99,5,7,D,H,5,7,D,H,I would choose slot machine H.,1,0,0.0,0.0
27,99,6,7,C,H,7,6,H,C,I would choose slot machine H.,1,1,0.0,0.0
