"condition","model","id","trial","context","L_index","H_index","left_index","right_index","choice_idx","accuracy","L_outcome","H_outcome","left_outcome","right_outcome","M7_predL","M7_predR","M7_pACC","left_REL","right_REL","target_trial","chose_REL","M7_pREL"
"standard prompt","gpt-3.5-turbo-0125",0,37,1,2,3,2,3,1,1,0,1,0,1,0.10591686982334,0.89408313017666,0.89408313017666,0,1,1,1,0.89408313017666
"standard prompt","gpt-3.5-turbo-0125",0,38,1,2,3,3,2,0,1,0,1,1,0,0.992925052887328,0.00707494711267232,0.992925052887328,1,0,1,1,0.992925052887328
"standard prompt","gpt-3.5-turbo-0125",0,39,1,2,3,3,2,0,1,1,1,1,1,0.995757394468162,0.00424260553183822,0.995757394468162,1,0,1,1,0.995757394468162
"standard prompt","gpt-3.5-turbo-0125",0,40,0,0,1,0,1,1,1,0,0,0,0,0.0604061845244553,0.939593815475545,0.939593815475545,0,1,1,1,0.939593815475545
"standard prompt","gpt-3.5-turbo-0125",0,41,0,0,1,1,0,0,1,0,0,0,0,0.991640016141768,0.00835998385823195,0.991640016141768,1,0,1,1,0.991640016141768
"standard prompt","gpt-3.5-turbo-0125",0,42,1,2,3,3,2,0,1,0,1,1,0,0.994673944738145,0.00532605526185499,0.994673944738145,1,0,1,1,0.994673944738145
"standard prompt","gpt-3.5-turbo-0125",0,43,1,2,3,2,3,1,1,1,1,1,1,0.0295393910375518,0.970460608962448,0.970460608962448,0,1,1,1,0.970460608962448
"standard prompt","gpt-3.5-turbo-0125",0,44,1,2,3,2,3,1,1,0,1,0,1,0.037611012358639,0.962388987641361,0.962388987641361,0,1,1,1,0.962388987641361
"standard prompt","gpt-3.5-turbo-0125",0,45,1,2,3,3,2,0,1,1,1,1,1,0.997254578351936,0.00274542164806426,0.997254578351936,1,0,1,1,0.997254578351936
"standard prompt","gpt-3.5-turbo-0125",0,46,0,0,1,1,0,0,1,0,0,0,0,0.990049772900031,0.00995022709996858,0.990049772900031,1,0,1,1,0.990049772900031
"standard prompt","gpt-3.5-turbo-0125",0,47,0,0,1,1,0,0,1,0,1,1,0,0.988215382637724,0.0117846173622758,0.988215382637724,1,0,1,1,0.988215382637724
"standard prompt","gpt-3.5-turbo-0125",0,48,1,2,3,2,3,1,1,1,1,1,1,0.0317546110918451,0.968245388908155,0.968245388908155,0,1,1,1,0.968245388908155
"standard prompt","gpt-3.5-turbo-0125",0,49,1,2,3,2,3,1,1,1,1,1,1,0.0405172005786645,0.959482799421336,0.959482799421336,0,1,1,1,0.959482799421336
"standard prompt","gpt-3.5-turbo-0125",0,50,0,0,1,0,1,1,1,0,0,0,0,0.0570316129246597,0.94296838707534,0.94296838707534,0,1,1,1,0.94296838707534
"standard prompt","gpt-3.5-turbo-0125",0,51,1,2,3,3,2,0,1,1,1,1,1,0.994154550253246,0.00584544974675369,0.994154550253246,1,0,1,1,0.994154550253246
"standard prompt","gpt-3.5-turbo-0125",0,52,1,2,3,3,2,0,1,1,0,0,1,0.99267457485889,0.00732542514111045,0.99267457485889,1,0,1,1,0.99267457485889
"standard prompt","gpt-3.5-turbo-0125",0,53,0,0,1,0,1,1,1,0,0,0,0,0.0690728955176771,0.930927104482323,0.930927104482323,0,1,1,1,0.930927104482323
"standard prompt","gpt-3.5-turbo-0125",0,54,0,0,1,1,0,0,1,0,1,1,0,0.990207864622176,0.00979213537782371,0.990207864622176,1,0,1,1,0.990207864622176
"standard prompt","gpt-3.5-turbo-0125",0,55,1,2,3,3,2,0,1,0,1,1,0,0.98593046516102,0.0140695348389805,0.98593046516102,1,0,1,1,0.98593046516102
"standard prompt","gpt-3.5-turbo-0125",0,56,0,0,1,0,1,1,1,0,0,0,0,0.0489866059765434,0.951013394023457,0.951013394023457,0,1,1,1,0.951013394023457
"standard prompt","gpt-3.5-turbo-0125",0,57,0,0,1,1,0,0,1,0,0,0,0,0.992996169188447,0.00700383081155272,0.992996169188447,1,0,1,1,0.992996169188447
"standard prompt","gpt-3.5-turbo-0125",0,58,1,2,3,3,2,0,1,1,0,0,1,0.992330133675717,0.00766986632428267,0.992330133675717,1,0,1,1,0.992330133675717
"standard prompt","gpt-3.5-turbo-0125",0,59,1,2,3,3,2,0,1,0,1,1,0,0.985312941040413,0.0146870589595869,0.985312941040413,1,0,1,1,0.985312941040413
"standard prompt","gpt-3.5-turbo-0125",0,0,99,0,1,0,1,1,1,0,0,0,0,0.15406211057818,0.84593788942182,0.84593788942182,0,1,1,1,0.84593788942182
"standard prompt","gpt-3.5-turbo-0125",0,1,99,0,2,0,2,1,1,0,0,0,0,0.250028672049809,0.749971327950191,0.749971327950191,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,2,99,0,3,0,3,1,1,0,0,0,0,0.0184964572384091,0.981503542761591,0.981503542761591,0,1,1,1,0.981503542761591
"standard prompt","gpt-3.5-turbo-0125",0,3,99,1,2,1,2,0,0,0,0,0,0,0.846871556175966,0.153128443824034,0.153128443824034,1,0,1,1,0.846871556175966
"standard prompt","gpt-3.5-turbo-0125",0,4,99,1,3,1,3,0,0,0,0,0,0,0.238163406765205,0.761836593234795,0.761836593234795,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,5,99,2,3,2,3,1,1,0,0,0,0,0.145865240558811,0.854134759441189,0.854134759441189,0,1,1,1,0.854134759441189
"standard prompt","gpt-3.5-turbo-0125",0,0,99,0,1,1,0,0,1,0,0,0,0,0.980437272724879,0.019562727275121,0.980437272724879,1,0,1,1,0.980437272724879
"standard prompt","gpt-3.5-turbo-0125",0,1,99,0,2,2,0,0,1,0,0,0,0,0.964761505791251,0.0352384942087487,0.964761505791251,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,2,99,0,3,3,0,0,1,0,0,0,0,0.997939592339721,0.00206040766027858,0.997939592339721,1,0,1,1,0.997939592339721
"standard prompt","gpt-3.5-turbo-0125",0,3,99,1,2,2,1,1,0,0,0,0,0,0.622696776068287,0.377303223931713,0.622696776068287,0,1,1,1,0.377303223931713
"standard prompt","gpt-3.5-turbo-0125",0,4,99,1,3,3,1,1,0,0,0,0,0,0.966883858016791,0.0331161419832089,0.966883858016791,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",0,5,99,2,3,3,2,0,1,0,0,0,0,0.981633474849655,0.0183665251503445,0.981633474849655,1,0,1,1,0.981633474849655
"standard prompt","gpt-3.5-turbo-0125",1,0,0,0,1,1,0,1,0,0,1,1,0,0.751315611029677,0.248684388970323,0.751315611029677,1,0,1,0,0.751315611029677
"standard prompt","gpt-3.5-turbo-0125",1,1,0,0,1,0,1,1,1,0,1,0,1,0.661301116332313,0.338698883667687,0.338698883667687,0,1,1,1,0.338698883667687
"standard prompt","gpt-3.5-turbo-0125",1,2,0,0,1,1,0,0,1,0,0,0,0,0.926973473252335,0.0730265267476653,0.926973473252335,1,0,1,1,0.926973473252335
"standard prompt","gpt-3.5-turbo-0125",1,3,1,2,3,3,2,1,0,1,1,1,1,0.751315611029677,0.248684388970323,0.751315611029677,1,0,1,0,0.751315611029677
"standard prompt","gpt-3.5-turbo-0125",1,4,0,0,1,0,1,1,1,0,0,0,0,0.378063180259493,0.621936819740507,0.621936819740507,0,1,1,1,0.621936819740507
"standard prompt","gpt-3.5-turbo-0125",1,5,1,2,3,3,2,0,1,1,1,1,1,0.6885514642979,0.3114485357021,0.6885514642979,1,0,1,1,0.6885514642979
"standard prompt","gpt-3.5-turbo-0125",1,6,1,2,3,3,2,0,1,1,1,1,1,0.751315611029677,0.248684388970323,0.751315611029677,1,0,1,1,0.751315611029677
"standard prompt","gpt-3.5-turbo-0125",1,7,1,2,3,2,3,0,0,1,1,1,1,0.701310304737801,0.298689695262199,0.298689695262199,0,1,1,0,0.298689695262199
"standard prompt","gpt-3.5-turbo-0125",1,8,0,0,1,1,0,0,1,0,1,1,0,0.944341606777579,0.0556583932224208,0.944341606777579,1,0,1,1,0.944341606777579
"standard prompt","gpt-3.5-turbo-0125",1,9,0,0,1,0,1,1,1,0,1,0,1,0.192285093664452,0.807714906335547,0.807714906335547,0,1,1,1,0.807714906335547
"standard prompt","gpt-3.5-turbo-0125",1,10,0,0,1,1,0,0,1,1,0,0,1,0.987202384997767,0.0127976150022328,0.987202384997767,1,0,1,1,0.987202384997767
"standard prompt","gpt-3.5-turbo-0125",1,11,1,2,3,2,3,0,0,1,1,1,1,0.751315611029677,0.248684388970323,0.248684388970323,0,1,1,0,0.248684388970323
"standard prompt","gpt-3.5-turbo-0125",1,12,1,2,3,3,2,1,0,1,1,1,1,0.711387786916364,0.288612213083636,0.711387786916364,1,0,1,0,0.711387786916364
"standard prompt","gpt-3.5-turbo-0125",1,13,1,2,3,3,2,1,0,1,1,1,1,0.676897307917253,0.323102692082747,0.676897307917253,1,0,1,0,0.676897307917253
"standard prompt","gpt-3.5-turbo-0125",1,14,1,2,3,3,2,1,0,1,1,1,1,0.648250624385713,0.351749375614287,0.648250624385713,1,0,1,0,0.648250624385713
"standard prompt","gpt-3.5-turbo-0125",1,15,0,0,1,1,0,0,1,0,0,0,0,0.976320100586283,0.0236798994137165,0.976320100586283,1,0,1,1,0.976320100586283
"standard prompt","gpt-3.5-turbo-0125",1,16,1,2,3,2,3,0,0,0,1,0,1,0.845440656869863,0.154559343130137,0.154559343130137,0,1,1,0,0.154559343130137
"standard prompt","gpt-3.5-turbo-0125",1,17,0,0,1,1,0,0,1,0,1,1,0,0.976590163538203,0.0234098364617968,0.976590163538203,1,0,1,1,0.976590163538203
"standard prompt","gpt-3.5-turbo-0125",1,18,1,2,3,3,2,0,1,1,0,0,1,0.727770790303357,0.272229209696643,0.727770790303357,1,0,1,1,0.727770790303357
"standard prompt","gpt-3.5-turbo-0125",1,19,1,2,3,3,2,1,0,0,1,1,0,0.635055436277125,0.364944563722875,0.635055436277125,1,0,1,0,0.635055436277125
"standard prompt","gpt-3.5-turbo-0125",1,20,1,2,3,3,2,0,1,0,1,1,0,0.735526646764645,0.264473353235355,0.735526646764645,1,0,1,1,0.735526646764645
"standard prompt","gpt-3.5-turbo-0125",1,21,1,2,3,2,3,1,1,0,1,0,1,0.528849425838833,0.471150574161167,0.471150574161167,0,1,1,1,0.471150574161167
"standard prompt","gpt-3.5-turbo-0125",1,22,1,2,3,3,2,0,1,1,1,1,1,0.953283010809438,0.0467169891905616,0.953283010809438,1,0,1,1,0.953283010809438
"standard prompt","gpt-3.5-turbo-0125",1,23,0,0,1,0,1,1,1,1,1,1,1,0.0991497762021215,0.900850223797878,0.900850223797878,0,1,1,1,0.900850223797878
"standard prompt","gpt-3.5-turbo-0125",1,24,1,2,3,3,2,0,1,0,1,1,0,0.953789385086809,0.0462106149131908,0.953789385086809,1,0,1,1,0.953789385086809
"standard prompt","gpt-3.5-turbo-0125",1,25,1,2,3,2,3,1,1,1,1,1,1,0.167522808543932,0.832477191456068,0.832477191456068,0,1,1,1,0.832477191456068
"standard prompt","gpt-3.5-turbo-0125",1,26,0,0,1,0,1,1,1,0,0,0,0,0.0963838902482637,0.903616109751736,0.903616109751736,0,1,1,1,0.903616109751736
"standard prompt","gpt-3.5-turbo-0125",1,27,1,2,3,3,2,0,1,1,1,1,1,0.976944450971924,0.0230555490280759,0.976944450971924,1,0,1,1,0.976944450971924
"standard prompt","gpt-3.5-turbo-0125",1,28,1,2,3,3,2,0,1,1,1,1,1,0.975145275804915,0.0248547241950852,0.975145275804915,1,0,1,1,0.975145275804915
"standard prompt","gpt-3.5-turbo-0125",1,29,0,0,1,1,0,0,1,0,1,1,0,0.987921123907266,0.0120788760927338,0.987921123907266,1,0,1,1,0.987921123907266
"standard prompt","gpt-3.5-turbo-0125",1,30,0,0,1,1,0,0,1,0,1,1,0,0.993275863488841,0.00672413651115852,0.993275863488841,1,0,1,1,0.993275863488841
"standard prompt","gpt-3.5-turbo-0125",1,31,0,0,1,0,1,1,1,0,0,0,0,0.0358827173561274,0.964117282643873,0.964117282643873,0,1,1,1,0.964117282643873
"standard prompt","gpt-3.5-turbo-0125",1,32,0,0,1,1,0,0,1,0,0,0,0,0.995225208116947,0.00477479188305292,0.995225208116947,1,0,1,1,0.995225208116947
"standard prompt","gpt-3.5-turbo-0125",1,33,1,2,3,3,2,0,1,1,1,1,1,0.973037629146199,0.0269623708538014,0.973037629146199,1,0,1,1,0.973037629146199
"standard prompt","gpt-3.5-turbo-0125",1,34,1,2,3,3,2,0,1,1,1,1,1,0.970625501227014,0.0293744987729857,0.970625501227014,1,0,1,1,0.970625501227014
"standard prompt","gpt-3.5-turbo-0125",1,35,0,0,1,1,0,0,1,0,0,0,0,0.994364302433147,0.0056356975668531,0.994364302433147,1,0,1,1,0.994364302433147
"standard prompt","gpt-3.5-turbo-0125",1,36,0,0,1,1,0,0,1,0,0,0,0,0.993336980625627,0.00666301937437294,0.993336980625627,1,0,1,1,0.993336980625627
"standard prompt","gpt-3.5-turbo-0125",1,37,0,0,1,0,1,1,1,0,0,0,0,0.0675691655390123,0.932430834460988,0.932430834460988,0,1,1,1,0.932430834460988
"standard prompt","gpt-3.5-turbo-0125",1,38,1,2,3,3,2,0,1,0,0,0,0,0.967912121886194,0.0320878781138064,0.967912121886194,1,0,1,1,0.967912121886194
"standard prompt","gpt-3.5-turbo-0125",1,39,1,2,3,2,3,1,1,1,1,1,1,0.189995544972189,0.810004455027811,0.810004455027811,0,1,1,1,0.810004455027811
"standard prompt","gpt-3.5-turbo-0125",1,40,0,0,1,1,0,0,1,0,0,0,0,0.990702718853157,0.00929728114684304,0.990702718853157,1,0,1,1,0.990702718853157
"standard prompt","gpt-3.5-turbo-0125",1,41,1,2,3,2,3,1,1,0,1,0,1,0.201578699641477,0.798421300358523,0.798421300358523,0,1,1,1,0.798421300358523
"standard prompt","gpt-3.5-turbo-0125",1,42,0,0,1,1,0,0,1,0,0,0,0,0.989055747151716,0.0109442528482837,0.989055747151716,1,0,1,1,0.989055747151716
"standard prompt","gpt-3.5-turbo-0125",1,43,0,0,1,1,0,0,1,0,1,1,0,0.987163656999186,0.0128363430008135,0.987163656999186,1,0,1,1,0.987163656999186
"standard prompt","gpt-3.5-turbo-0125",1,44,0,0,1,1,0,0,1,0,1,1,0,0.992913771192159,0.00708622880784109,0.992913771192159,1,0,1,1,0.992913771192159
"standard prompt","gpt-3.5-turbo-0125",1,45,1,2,3,2,3,1,1,1,1,1,1,0.110668184654809,0.889331815345191,0.889331815345191,0,1,1,1,0.889331815345191
"standard prompt","gpt-3.5-turbo-0125",1,46,0,0,1,0,1,1,1,1,1,1,1,0.0374828815634598,0.96251711843654,0.96251711843654,0,1,1,1,0.96251711843654
"standard prompt","gpt-3.5-turbo-0125",1,47,1,2,3,2,3,1,1,0,1,0,1,0.124223856611562,0.875776143388438,0.875776143388438,0,1,1,1,0.875776143388438
"standard prompt","gpt-3.5-turbo-0125",1,48,0,0,1,1,0,0,1,0,0,0,0,0.995669479458329,0.00433052054167132,0.995669479458329,1,0,1,1,0.995669479458329
"standard prompt","gpt-3.5-turbo-0125",1,49,1,2,3,2,3,1,1,1,0,1,0,0.0705444340836542,0.929455565916346,0.929455565916346,0,1,1,1,0.929455565916346
"standard prompt","gpt-3.5-turbo-0125",1,50,1,2,3,3,2,0,1,0,1,1,0,0.984282842238634,0.015717157761366,0.984282842238634,1,0,1,1,0.984282842238634
"standard prompt","gpt-3.5-turbo-0125",1,51,1,2,3,3,2,0,1,0,1,1,0,0.991560518373052,0.00843948162694837,0.991560518373052,1,0,1,1,0.991560518373052
"standard prompt","gpt-3.5-turbo-0125",1,52,1,2,3,3,2,0,1,0,1,1,0,0.995062335119478,0.00493766488052259,0.995062335119478,1,0,1,1,0.995062335119478
"standard prompt","gpt-3.5-turbo-0125",1,53,0,0,1,1,0,0,1,0,0,0,0,0.994742653472782,0.00525734652721802,0.994742653472782,1,0,1,1,0.994742653472782
"standard prompt","gpt-3.5-turbo-0125",1,54,0,0,1,1,0,0,1,0,1,1,0,0.993637786310042,0.0063622136899582,0.993637786310042,1,0,1,1,0.993637786310042
"standard prompt","gpt-3.5-turbo-0125",1,55,0,0,1,1,0,0,1,0,0,0,0,0.996127582952904,0.00387241704709574,0.996127582952904,1,0,1,1,0.996127582952904
"standard prompt","gpt-3.5-turbo-0125",1,56,1,2,3,2,3,1,1,0,1,0,1,0.0277248072162945,0.972275192783705,0.972275192783705,0,1,1,1,0.972275192783705
"standard prompt","gpt-3.5-turbo-0125",1,57,0,0,1,0,1,1,1,0,0,0,0,0.0424745019707887,0.957525498029211,0.957525498029211,0,1,1,1,0.957525498029211
"standard prompt","gpt-3.5-turbo-0125",1,58,0,0,1,1,0,0,1,0,0,0,0,0.994007562122323,0.00599243787767701,0.994007562122323,1,0,1,1,0.994007562122323
"standard prompt","gpt-3.5-turbo-0125",1,59,0,0,1,1,0,0,1,0,0,0,0,0.992636601690981,0.00736339830901913,0.992636601690981,1,0,1,1,0.992636601690981
"standard prompt","gpt-3.5-turbo-0125",1,0,99,0,1,0,1,0,0,0,0,0,0,0.15786659592902,0.84213340407098,0.84213340407098,0,1,1,0,0.84213340407098
"standard prompt","gpt-3.5-turbo-0125",1,1,99,0,2,0,2,1,1,0,0,0,0,0.455665668139833,0.544334331860167,0.544334331860167,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,2,99,0,3,0,3,1,1,0,0,0,0,0.0165315597358062,0.983468440264194,0.983468440264194,0,1,1,1,0.983468440264194
"standard prompt","gpt-3.5-turbo-0125",1,3,99,1,2,1,2,1,1,0,0,0,0,0.930991794741913,0.0690082052580874,0.0690082052580874,1,0,1,0,0.930991794741913
"standard prompt","gpt-3.5-turbo-0125",1,4,99,1,3,1,3,1,1,0,0,0,0,0.213159482633081,0.78684051736692,0.78684051736692,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,5,99,2,3,2,3,1,1,0,0,0,0,0.0571963066464126,0.942803693353587,0.942803693353587,0,1,1,1,0.942803693353587
"standard prompt","gpt-3.5-turbo-0125",1,0,99,0,1,1,0,0,1,0,0,0,0,0.979875165289897,0.0201248347101034,0.979875165289897,1,0,1,1,0.979875165289897
"standard prompt","gpt-3.5-turbo-0125",1,1,99,0,2,2,0,0,1,0,0,0,0,0.915991319943535,0.084008680056465,0.915991319943535,0,0,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,2,99,0,3,3,0,0,1,0,0,0,0,0.998161741663575,0.00183825833642489,0.998161741663575,1,0,1,1,0.998161741663575
"standard prompt","gpt-3.5-turbo-0125",1,3,99,1,2,2,1,0,1,0,0,0,0,0.403538554766673,0.596461445233327,0.403538554766673,0,1,1,0,0.596461445233327
"standard prompt","gpt-3.5-turbo-0125",1,4,99,1,3,3,1,0,1,0,0,0,0,0.971175106878411,0.0288248931215889,0.971175106878411,1,1,0,NA,NA
"standard prompt","gpt-3.5-turbo-0125",1,5,99,2,3,3,2,0,1,0,0,0,0,0.993397294830955,0.00660270516904479,0.993397294830955,1,0,1,1,0.993397294830955
"standard prompt","gpt-3.5-turbo-0125",2,0,1,2,3,2,3,0,0,0,0,0,0,0.751315611029677,0.248684388970323,0.248684388970323,0,1,1,0,0.248684388970323
"standard prompt","gpt-3.5-turbo-0125",2,1,0,0,1,0,1,1,1,0,1,0,1,0.751315611029677,0.248684388970323,0.248684388970323,0,1,1,1,0.248684388970323
"standard prompt","gpt-3.5-turbo-0125",2,2,0,0,1,0,1,1,1,0,0,0,0,0.511129972922136,0.488870027077864,0.488870027077864,0,1,1,1,0.488870027077864
"standard prompt","gpt-3.5-turbo-0125",2,3,1,2,3,3,2,0,1,1,1,1,1,0.6885514642979,0.3114485357021,0.6885514642979,1,0,1,1,0.6885514642979
"standard prompt","gpt-3.5-turbo-0125",2,4,1,2,3,2,3,1,1,1,1,1,1,0.739398395627854,0.260601604372146,0.260601604372146,0,1,1,1,0.260601604372146
"standard prompt","gpt-3.5-turbo-0125",2,5,1,2,3,3,2,0,1,1,1,1,1,0.813164335265828,0.186835664734172,0.813164335265828,1,0,1,1,0.813164335265828
"standard prompt","gpt-3.5-turbo-0125",2,6,0,0,1,0,1,1,1,0,1,0,1,0.459819634297725,0.540180365702275,0.540180365702275,0,1,1,1,0.540180365702275
"standard prompt","gpt-3.5-turbo-0125",2,7,1,2,3,2,3,1,1,0,1,0,1,0.622370032815302,0.377629967184698,0.377629967184698,0,1,1,1,0.377629967184698
"standard prompt","gpt-3.5-turbo-0125",2,8,1,2,3,2,3,1,1,1,1,1,1,0.38339775506376,0.61660224493624,0.61660224493624,0,1,1,1,0.61660224493624
"standard prompt","gpt-3.5-turbo-0125",2,9,1,2,3,2,3,1,1,1,1,1,1,0.35998762494675,0.64001237505325,0.64001237505325,0,1,1,1,0.64001237505325
"standard prompt","gpt-3.5-turbo-0125",2,10,1,2,3,2,3,1,1,0,1,0,1,0.344722132367124,0.655277867632876,0.655277867632876,0,1,1,1,0.655277867632876
