trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
33,1,2,3,C,A,2,3,C,A,I would choose slot machine A.,1,0,20,23
34,0,0,1,B,H,1,0,H,B,I would choose slot machine H.,1,1,15,19
35,3,6,7,E,D,7,6,D,E,I would choose slot machine D.,1,1,33,36
36,3,6,7,E,D,6,7,E,D,I would choose slot machine E.,0,1,34,35
37,3,6,7,E,D,6,7,E,D,I would choose slot machine E.,0,1,33,35
38,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,27,30
39,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,21,24
40,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,26,28
41,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,25,30
42,0,0,1,B,H,0,1,B,H,I would choose slot machine H.,1,0,15,18
43,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,26,29
44,0,0,1,B,H,0,1,B,H,I would choose slot machine H.,1,0,15,18
45,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,21,24
46,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,20,24
47,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,26,31
48,0,0,1,B,H,0,1,B,H,I would choose slot machine H.,1,0,15,18
49,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,27,30
50,3,6,7,E,D,7,6,D,E,I would choose slot machine D.,1,1,33,35
51,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,26,30
52,2,4,5,G,F,5,4,F,G,I would choose slot machine F.,1,1,27,30
53,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,20,24
54,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,27,30
55,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,22,24
56,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,20,23
57,2,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,25,29
58,1,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,21,24
59,3,6,7,E,D,7,6,D,E,I would choose slot machine D.,1,1,33,35
0,99,0,1,B,H,0,1,B,H,I would choose slot machine H.,1,0,0,0
1,99,0,2,B,C,2,0,C,B,I would choose slot machine C.,1,1,0,0
2,99,0,3,B,A,0,3,B,A,I would choose slot machine A.,1,0,0,0
3,99,0,4,B,G,0,4,B,G,I would choose slot machine G.,1,0,0,0
4,99,0,5,B,F,0,5,B,F,I would choose slot machine F.,1,0,0,0
5,99,0,6,B,E,6,0,E,B,I would choose slot machine E.,1,1,0,0
6,99,0,7,B,D,7,0,D,B,I would choose slot machine D.,1,1,0,0
7,99,1,2,H,C,2,1,C,H,I would choose slot machine C.,1,1,0,0
8,99,1,3,H,A,1,3,H,A,I would choose slot machine A.,1,0,0,0
9,99,1,4,H,G,1,4,H,G,I would choose slot machine H.,0,1,0,0
10,99,1,5,H,F,1,5,H,F,I would choose slot machine H.,0,1,0,0
11,99,1,6,H,E,6,1,E,H,I would choose slot machine E.,1,1,0,0
12,99,1,7,H,D,1,7,H,D,I would choose slot machine H.,0,1,0,0
13,99,2,3,C,A,3,2,A,C,I would choose slot machine A.,1,1,0,0
14,99,2,4,C,G,2,4,C,G,I would choose slot machine C.,0,1,0,0
15,99,2,5,C,F,2,5,C,F,I would choose slot machine F.,1,0,0,0
16,99,2,6,C,E,2,6,C,E,I would choose slot machine E.,1,0,0,0
17,99,2,7,C,D,7,2,D,C,I would choose slot machine D.,1,1,0,0
18,99,3,4,A,G,3,4,A,G,I would choose slot machine A.,0,1,0,0
19,99,3,5,A,F,5,3,F,A,I would choose slot machine F.,1,1,0,0
20,99,3,6,A,E,6,3,E,A,I would choose slot machine E.,1,1,0,0
21,99,3,7,A,D,3,7,A,D,I would choose slot machine A.,0,1,0,0
22,99,4,5,G,F,4,5,G,F,I would choose slot machine F.,1,0,0,0
23,99,4,6,G,E,4,6,G,E,I would choose slot machine G.,0,1,0,0
24,99,4,7,G,D,4,7,G,D,I would choose slot machine G.,0,1,0,0
25,99,5,6,F,E,6,5,E,F,I would choose slot machine E.,1,1,0,0
26,99,5,7,F,D,7,5,D,F,I would choose slot machine D.,1,1,0,0
27,99,6,7,E,D,6,7,E,D,I would choose slot machine E.,0,1,0,0
