trial,context,L_index,H_index,L_option,H_option,left_index,right_index,left_option,right_option,choice,accuracy,chose_left,L_outcome,H_outcome
48,1,2,3,E,G,2,3,E,G,I would choose slot machine G.,1,0,20,24
49,2,4,5,C,F,5,4,F,C,I would choose slot machine F.,1,1,26,29
50,2,4,5,C,F,5,4,F,C,I would choose slot machine F.,1,1,27,29
51,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,13,17
52,3,6,7,H,D,6,7,H,D,I would choose slot machine D.,1,0,33,35
53,1,2,3,E,G,2,3,E,G,I would choose slot machine G.,1,0,22,23
54,3,6,7,H,D,6,7,H,D,I would choose slot machine D.,1,0,32,37
55,1,2,3,E,G,2,3,E,G,I would choose slot machine G.,1,0,19,24
56,0,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,17,19
57,3,6,7,H,D,6,7,H,D,I would choose slot machine D.,1,0,33,36
58,0,0,1,A,B,0,1,A,B,I would choose slot machine B.,1,0,14,17
59,3,6,7,H,D,6,7,H,D,I would choose slot machine D.,1,0,33,36
0,99,0,1,A,B,1,0,B,A,I would choose slot machine B.,1,1,0,0
1,99,0,2,A,E,2,0,E,A,I would choose slot machine E.,1,1,0,0
2,99,0,3,A,G,0,3,A,G,I would choose slot machine G.,1,0,0,0
3,99,0,4,A,C,0,4,A,C,I would choose slot machine C.,1,0,0,0
4,99,0,5,A,F,0,5,A,F,I would choose slot machine F.,1,0,0,0
5,99,0,6,A,H,6,0,H,A,I would choose slot machine H.,1,1,0,0
6,99,0,7,A,D,0,7,A,D,I would choose slot machine D.,1,0,0,0
7,99,1,2,B,E,2,1,E,B,I would choose slot machine B.,0,0,0,0
8,99,1,3,B,G,1,3,B,G,I would choose slot machine G.,1,0,0,0
9,99,1,4,B,C,4,1,C,B,I would choose slot machine C.,1,1,0,0
10,99,1,5,B,F,1,5,B,F,I would choose slot machine F.,1,0,0,0
11,99,1,6,B,H,1,6,B,H,I would choose slot machine H.,1,0,0,0
12,99,1,7,B,D,1,7,B,D,I would choose slot machine D.,1,0,0,0
13,99,2,3,E,G,2,3,E,G,I would choose slot machine G.,1,0,0,0
14,99,2,4,E,C,4,2,C,E,I would choose slot machine C.,1,1,0,0
15,99,2,5,E,F,2,5,E,F,I would choose slot machine F.,1,0,0,0
16,99,2,6,E,H,6,2,H,E,I would choose slot machine H.,1,1,0,0
17,99,2,7,E,D,7,2,D,E,I would choose slot machine D.,1,1,0,0
18,99,3,4,G,C,3,4,G,C,I would choose slot machine G.,0,1,0,0
19,99,3,5,G,F,3,5,G,F,I would choose slot machine F.,1,0,0,0
20,99,3,6,G,H,3,6,G,H,I would choose slot machine G.,0,1,0,0
21,99,3,7,G,D,7,3,D,G,I would choose slot machine D.,1,1,0,0
22,99,4,5,C,F,5,4,F,C,I would choose slot machine F.,1,1,0,0
23,99,4,6,C,H,6,4,H,C,I would choose slot machine H.,1,1,0,0
24,99,4,7,C,D,7,4,D,C,I would choose slot machine D.,1,1,0,0
25,99,5,6,F,H,6,5,H,F,I would choose slot machine F.,0,0,0,0
26,99,5,7,F,D,7,5,D,F,I would choose slot machine D.,1,1,0,0
27,99,6,7,H,D,6,7,H,D,I would choose slot machine D.,1,0,0,0
